Location,MinTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Cloud3pm,Temp3pm,Month,RainTomorrow
7,21.3,0.0,7.6,10.7,1.0,37.0,3.0,4.0,17.0,30.0,63.0,59.0,1014.5,2.0,2.0,29.0,3,0
22,11.1,0.0,7.6,10.0,1.0,35.0,4.0,1.0,13.0,22.0,59.0,46.0,1019.0,7.0,7.0,26.3,1,0
14,8.6,0.4,1.2,3.0,8.0,31.0,7.0,8.0,9.0,20.0,93.0,55.0,1030.7,7.0,7.0,13.4,8,0
9,19.5,0.0,6.0,8.1,11.0,48.0,2.0,2.0,24.0,26.0,55.0,31.0,1017.7,1.0,5.0,32.9,3,0
29,7.0,0.0,0.8,1.9,6.0,24.0,7.5,3.0,0.0,15.0,79.0,63.0,1028.3,3.0,1.0,12.8,8,0
19,8.3,0.0,1.6,7.1,7.0,44.0,5.0,8.0,31.0,26.0,56.0,54.0,1022.3,1.0,6.0,14.3,7,0
11,15.3,0.0,5.0,8.4,5.0,46.0,6.0,7.0,7.0,22.0,67.0,42.0,1012.1,2.0,3.0,19.2,4,0
10,14.7,0.0,10.8,11.6,3.0,39.0,3.0,8.0,20.0,20.0,66.0,27.0,1015.1,6.0,4.5,26.1,1,0
5,15.7,0.0,6.922463768115942,12.6,2.0,50.0,0.0,2.0,28.0,17.0,43.0,17.0,1014.0,4.5,4.5,32.3,2,0
18,16.4,0.0,6.6,11.9,9.0,35.0,3.0,9.0,9.0,19.0,64.0,51.0,1021.7,5.0,0.0,25.3,2,0
17,5.7,0.2,4.6,5.3,0.0,30.0,11.0,13.0,15.0,7.0,54.0,49.0,1020.8,4.0,7.0,13.3,10,0
21,19.4,0.0,9.4,10.7,3.0,31.0,3.0,3.0,17.0,9.0,40.0,27.0,1013.2,1.0,1.0,31.9,6,0
12,10.5,0.0,6.922463768115942,8.6,12.0,44.0,11.0,12.0,15.0,22.0,75.0,41.0,1017.0,4.5,4.5,18.2,7,0
5,14.5,0.0,6.922463768115942,13.1,2.0,46.0,0.0,3.0,24.0,22.0,43.0,20.0,1019.3,1.0,0.0,29.6,1,0
9,16.0,0.0,11.2,11.5,8.0,43.0,7.0,5.0,17.0,26.0,45.0,33.0,1007.9,7.0,4.0,24.4,1,0
5,15.9,0.0,6.922463768115942,12.6,0.0,48.0,0.0,7.5,24.0,19.454545454545453,37.0,50.5,1018.9,4.5,4.5,23.83839779005525,2,0
18,4.8,0.4,0.6,0.0,12.0,24.0,4.0,10.0,2.0,11.0,100.0,63.0,1028.5,7.0,7.0,12.4,6,0
27,13.5,0.0,6.0,10.2,0.0,33.0,3.0,1.0,15.0,17.0,63.0,55.0,1017.3,1.0,1.0,25.9,8,0
5,16.8,0.0,6.922463768115942,12.6,5.0,43.0,9.0,5.0,22.0,28.0,56.0,44.0,1013.6,4.5,4.5,26.9,1,0
8,-3.7,0.0,3.4,10.9,6.0,43.0,3.0,11.0,9.0,22.0,53.0,25.0,1025.8,0.0,0.0,13.4,9,0
9,17.1,0.0,9.0,12.4,0.0,57.0,0.0,0.0,24.0,28.0,49.0,26.0,1019.5,0.0,0.0,34.0,2,0
6,-0.5,0.0,0.8,8.8,2.0,15.0,2.0,6.0,11.0,4.0,82.0,56.0,1029.3,0.0,1.0,13.0,6,0
15,17.6,0.0,3.8,6.7,1.0,19.0,8.0,10.0,4.0,7.0,67.0,52.0,1024.6,6.0,1.0,25.2,5,0
0,16.5,0.0,8.6,11.6,8.0,39.0,8.0,5.0,22.0,24.0,68.0,24.0,1016.0,3.0,0.0,27.2,3,0
22,12.7,0.0,3.2,9.8,15.0,31.0,15.0,8.0,17.0,24.0,63.0,65.0,1024.4,1.0,1.0,22.1,5,0
5,18.8,0.0,6.922463768115942,12.7,0.0,54.0,4.0,15.0,15.0,28.0,34.0,18.0,1013.6,4.5,4.5,35.2,10,0
15,14.0,0.0,6.2,12.1,4.0,24.0,5.0,1.0,4.0,15.0,41.0,38.0,1019.0,1.0,3.0,26.6,10,0
8,12.0,0.4,1.2,7.5,10.0,26.0,9.0,4.0,6.0,9.0,74.0,57.0,1020.7,7.0,5.0,22.8,11,0
21,25.2,0.0,7.6,10.4,11.0,44.0,4.0,11.0,9.0,28.0,71.0,48.0,1012.3,6.0,3.0,33.1,10,0
19,9.9,0.0,2.2,0.7,14.0,22.0,11.0,9.0,11.0,11.0,57.0,55.0,1016.9,6.0,8.0,16.5,8,0
0,16.5,0.0,10.4,11.5,6.0,33.0,2.0,6.0,24.0,7.0,39.0,20.0,1023.5,1.0,0.0,33.2,10,0
14,6.1,0.0,4.2,10.9,6.0,22.0,1.0,6.0,13.0,9.0,67.0,18.0,1022.5,2.0,7.0,23.9,11,0
7,8.8,0.0,4.6,10.0,1.0,35.0,7.0,4.0,7.0,26.0,61.0,52.0,1019.9,1.0,1.0,23.1,7,0
15,9.8,0.0,3.0,10.2,13.0,30.0,13.0,13.0,6.0,9.0,52.0,36.0,1016.2,0.0,1.0,24.9,5,0
6,0.5,0.0,4.8,9.4,1.0,37.0,0.0,4.0,22.0,19.0,44.0,35.0,1024.9,2.0,5.0,19.8,9,0
21,17.7,0.0,6.2,10.5,0.0,35.0,2.0,1.0,19.0,13.0,51.0,40.0,1014.2,6.0,6.0,28.6,5,0
2,6.5,0.0,4.0,8.2,11.0,59.0,11.0,11.0,22.0,28.0,37.0,18.0,1020.6,1.0,5.0,22.1,8,0
17,4.5,0.2,1.2,4.0,8.0,43.0,8.0,8.0,17.0,19.0,71.0,64.0,1020.0,7.0,7.0,8.3,7,0
15,13.4,0.0,5.4,8.8,9.0,35.0,9.0,13.0,9.0,13.0,46.0,36.0,1019.8,6.0,1.0,21.7,6,0
29,11.4,0.0,4.0,1.2,1.0,30.0,15.0,8.0,9.0,9.0,84.0,73.0,1013.7,7.0,5.0,17.3,11,0
20,13.6,0.0,5.4,8.3,13.0,50.0,12.0,13.0,22.0,31.0,55.0,36.0,1010.3,2.0,3.0,19.4,5,0
1,15.4,0.0,12.6,13.4,4.0,43.0,2.0,3.0,15.0,13.0,28.0,11.0,1015.1,0.0,0.0,31.1,11,0
4,25.3,0.0,12.0,12.5,4.0,46.0,11.0,4.0,26.0,15.0,60.0,35.0,1015.9,2.0,6.0,36.2,2,0
16,4.6,0.0,0.2,5.8,11.0,30.0,13.0,2.0,11.0,7.0,83.0,58.0,1028.9,7.0,1.0,14.2,6,0
10,18.2,0.0,12.6,11.7,9.0,43.0,0.0,5.0,7.0,22.0,56.0,21.0,1016.2,0.0,4.5,32.0,3,0
29,11.9,0.0,3.6,4.9,13.0,46.0,14.0,15.0,13.0,30.0,90.0,78.0,1017.7,1.0,7.0,18.4,4,0
7,24.6,0.0,9.4,6.8,0.0,41.0,3.0,1.0,15.0,28.0,60.0,66.0,1009.6,1.0,7.0,29.0,2,0
29,3.8,0.4,1.8,9.9,13.0,24.0,7.5,15.0,0.0,15.0,99.0,60.0,1029.4,8.0,4.5,15.9,8,0
8,2.6,0.0,10.6,10.5,8.0,59.0,8.0,8.0,30.0,35.0,42.0,33.0,1017.6,2.0,8.0,15.5,10,0
11,10.0,0.2,3.0,9.2,9.0,26.0,1.0,13.0,6.0,11.0,81.0,54.0,1021.9,6.0,5.0,21.0,8,0
17,4.9,0.0,3.0,11.6,14.0,50.0,12.0,3.0,15.0,17.0,65.0,50.0,1016.3,4.5,4.5,14.5,10,0
18,17.2,0.0,6.2,6.3,13.0,31.0,6.0,5.0,9.0,17.0,70.0,51.0,1021.5,8.0,3.0,23.5,2,0
17,3.9,0.4,3.8,12.1,14.0,50.0,12.0,11.0,28.0,13.0,56.0,29.0,1022.7,3.0,3.0,18.5,10,0
28,23.4,0.0,5.2,12.9,10.0,61.0,12.0,4.0,26.0,39.0,64.0,64.0,1016.1,1.0,1.0,29.3,2,0
1,7.8,0.0,7.6,10.7,0.0,54.0,0.0,1.0,26.0,17.0,33.0,15.0,1021.2,1.0,1.0,25.8,8,0
28,9.3,0.0,5.4,11.2,4.0,46.0,12.0,4.0,15.0,28.0,52.0,51.0,1024.9,1.0,0.0,21.7,9,0
12,12.0,0.0,3.2,10.7,13.0,30.0,14.0,9.0,4.0,13.0,60.0,43.0,1025.7,4.5,4.5,25.8,4,0
3,22.4,0.0,7.6,12.6,5.0,35.0,8.0,8.0,19.0,13.0,41.0,30.0,1016.4,1.0,1.0,29.9,2,0
17,15.1,0.0,9.8,11.9,12.0,46.0,12.0,12.0,26.0,19.0,47.0,28.0,1006.4,5.0,3.0,26.2,2,0
4,1.2,0.0,3.6,7.7,6.0,43.0,4.0,13.0,15.0,11.0,62.0,34.0,1022.4,4.0,6.0,18.2,7,0
26,11.5,0.0,4.2,9.7,7.0,37.0,12.0,7.0,4.0,15.0,91.0,32.0,1016.6,4.5,4.5,28.4,3,0
7,18.0,0.0,7.2,10.2,4.0,37.0,3.0,4.0,19.0,28.0,56.0,46.0,1016.8,4.0,4.0,26.4,5,0
17,14.4,0.0,7.8,1.7,8.0,33.0,12.0,8.0,13.0,15.0,61.0,87.0,1007.8,4.5,4.5,15.1,1,0
24,5.7,0.2,1.2,9.9,12.0,28.0,10.0,12.0,13.0,13.0,92.0,51.0,1034.4,1.0,3.0,18.3,8,0
25,14.0,0.0,5.4,6.9,0.0,39.0,2.0,0.0,17.0,22.0,54.0,52.0,1024.0,7.0,3.0,16.9,8,0
24,13.9,0.2,3.2,6.3,9.0,35.0,5.0,9.0,2.0,6.0,92.0,44.0,1026.3,7.0,1.0,23.8,3,0
19,12.3,1.6,3.2,11.2,7.0,67.0,9.0,6.0,24.0,33.0,35.0,45.0,1013.9,1.0,1.0,16.8,10,0
19,19.9,0.0,7.4,11.3,4.0,50.0,12.0,4.0,15.0,33.0,60.0,39.0,1020.0,3.0,3.0,28.0,2,0
14,10.1,0.0,4.0,12.9,8.0,44.0,9.0,8.0,20.0,22.0,57.0,32.0,1016.6,5.0,4.0,24.9,2,0
12,14.9,0.0,5.4,6.8,4.0,44.0,4.0,15.0,13.0,20.0,21.0,15.0,1010.5,4.5,4.5,24.6,9,0
18,10.9,0.0,4.6,10.2,5.0,28.0,9.0,5.0,6.0,13.0,63.0,50.0,1023.9,7.0,2.0,19.3,12,0
7,26.1,0.0,8.6,12.3,1.0,43.0,2.0,1.0,26.0,31.0,67.0,53.0,1011.0,4.0,2.0,31.1,12,0
27,17.6,0.0,6.2,7.9,2.0,39.0,3.0,2.0,15.0,30.0,63.0,53.0,1018.2,1.0,6.0,25.9,8,0
11,10.0,1.4,2.8,6.7,6.0,30.0,6.0,7.0,9.0,11.0,90.0,60.0,1021.1,0.0,3.0,18.7,5,0
10,13.4,0.0,6.5,10.7,5.0,31.0,9.0,9.0,15.0,20.0,81.0,42.0,1016.3,6.0,4.5,24.3,3,0
17,5.1,0.0,1.6,8.0,12.0,31.0,12.0,0.0,20.0,11.0,73.0,49.0,1026.1,0.0,3.0,14.8,8,0
6,11.7,0.0,9.8,13.6,1.0,35.0,0.0,0.0,13.0,15.0,37.0,25.0,1026.5,0.0,2.0,26.6,1,0
21,27.9,0.0,8.0,5.4,15.0,50.0,15.0,15.0,26.0,24.0,68.0,60.0,1005.8,7.0,6.0,32.3,1,0
17,9.9,0.2,4.4,6.6,3.0,37.0,11.0,3.0,19.0,26.0,54.0,52.0,1019.2,7.0,2.0,18.1,1,0
22,20.0,0.0,8.0,7.6,7.0,43.0,8.0,2.0,22.0,24.0,70.0,61.0,1010.1,5.0,7.0,23.3,12,0
25,17.8,0.0,9.0,11.8,8.0,37.0,8.0,6.0,19.0,24.0,62.0,57.0,1016.7,6.0,2.0,23.8,1,0
11,11.2,0.0,1.4,4.7,9.0,24.0,4.0,9.0,7.0,11.0,82.0,59.0,1018.0,7.0,1.0,21.2,5,0
21,20.9,0.0,6.8,10.9,1.0,31.0,3.0,12.0,9.0,20.0,74.0,50.0,1015.2,1.0,1.0,31.6,9,0
9,12.8,0.0,4.2,0.0,1.0,30.0,0.0,15.0,11.0,15.0,62.0,58.0,1016.2,7.0,7.0,20.3,9,0
16,10.9,0.8,3.8,4.5,7.0,39.0,5.0,8.0,11.0,15.0,61.0,59.0,1018.3,6.0,7.0,15.3,11,0
11,17.0,0.0,10.4,12.7,8.0,28.0,9.0,9.0,6.0,13.0,56.0,52.0,1010.9,0.0,0.0,26.8,1,0
2,11.8,0.0,9.2,13.2,0.0,26.0,0.0,7.0,17.0,13.0,41.0,15.0,1009.4,0.0,0.0,29.4,1,0
19,18.5,0.0,8.6,10.8,15.0,61.0,12.0,15.0,24.0,37.0,43.0,31.0,1005.1,1.0,5.0,26.5,3,0
7,20.5,0.0,10.6,11.7,4.0,43.0,3.0,1.0,15.0,31.0,55.0,57.0,1015.6,3.0,1.0,29.2,11,0
19,8.2,0.0,2.8,8.1,8.0,35.0,14.0,6.0,15.0,11.0,70.0,52.0,1032.3,3.0,2.0,17.7,5,0
10,13.8,0.0,8.2,13.0,4.0,39.0,10.0,12.0,13.0,11.0,33.0,15.0,1009.5,0.0,0.0,33.9,1,0
17,5.4,0.0,0.8,8.5,12.0,20.0,12.0,0.0,13.0,6.0,91.0,66.0,1020.7,2.0,1.0,13.1,7,0
7,23.8,0.0,6.2,10.3,1.0,31.0,2.0,1.0,17.0,20.0,78.0,73.0,1014.8,5.0,5.0,28.2,4,0
16,8.4,0.0,2.8,5.4,5.0,24.0,5.0,8.0,6.0,13.0,76.0,52.0,1029.4,7.0,5.0,16.6,5,0
7,21.3,0.0,9.4,8.6,1.0,52.0,6.0,0.0,20.0,35.0,57.0,51.0,1018.1,5.0,2.0,29.3,4,0
1,5.9,0.0,3.4,2.7,2.0,31.0,0.0,2.0,13.0,17.0,34.0,24.0,1023.7,7.0,7.0,20.1,5,0
11,13.7,0.0,6.2,9.9,7.0,35.0,8.0,7.0,7.0,17.0,56.0,51.0,1020.1,1.0,1.0,25.0,3,0
17,3.4,1.6,1.4,0.1,14.0,35.0,12.0,12.0,4.0,9.0,95.0,82.0,1025.0,8.0,7.0,11.8,6,0
4,16.0,0.0,7.0,13.4,9.0,41.0,1.0,5.0,2.0,30.0,68.0,32.0,1007.2,1.0,2.0,27.3,12,0
11,20.4,0.0,9.4,10.4,1.0,41.0,0.0,6.0,17.0,15.0,49.0,32.0,1009.8,2.0,4.0,33.4,1,0
13,7.5,0.0,1.8,4.5,13.0,30.0,13.0,0.0,17.0,13.0,83.0,55.0,1029.4,8.0,8.0,13.9,8,0
18,8.9,0.0,3.0,3.3,11.0,35.0,15.0,11.0,11.0,9.0,69.0,56.0,1024.1,8.0,7.0,16.0,9,0
10,-0.2,0.0,0.8,9.3,13.0,35.0,1.0,15.0,7.0,22.0,79.0,45.0,1021.4,4.5,4.5,15.0,7,0
15,12.4,0.0,4.0,10.5,4.0,24.0,9.0,1.0,4.0,13.0,66.0,59.0,1022.6,5.0,3.0,22.4,9,0
1,14.7,0.0,4.8,5.8,2.0,31.0,8.0,8.0,13.0,13.0,37.0,27.0,1021.8,7.0,7.0,23.0,5,0
8,6.3,0.0,3.4,10.6,8.0,31.0,8.0,3.0,9.0,13.0,65.0,39.0,1027.9,1.0,1.0,18.8,4,0
5,15.6,0.0,6.922463768115942,5.5,9.0,35.0,5.0,9.0,6.0,17.0,74.0,37.0,1007.5,8.0,6.0,25.5,4,0
12,12.7,0.0,3.6,9.4,7.5,37.96875,13.0,5.0,22.0,17.0,74.0,47.0,1022.0,4.5,4.5,16.7,8,0
2,5.2,0.0,1.2,9.0,7.0,22.0,7.0,8.0,11.0,13.0,94.0,51.0,1026.4,0.0,0.0,17.3,6,0
10,10.2,0.0,7.2,4.2,5.0,39.0,13.0,9.0,6.0,22.0,65.0,50.0,1013.1,3.0,4.5,20.8,2,0
10,0.0,0.2,0.8,8.5,11.0,22.0,7.5,11.0,0.0,9.0,81.0,43.0,1026.2,2.0,5.0,17.7,6,0
27,10.6,0.0,5.2,10.9,6.0,31.0,11.0,1.0,7.0,22.0,51.0,39.0,1017.2,1.0,1.0,25.0,6,0
4,20.8,0.0,9.0,13.1,10.0,43.0,10.0,10.0,26.0,22.0,35.0,17.0,1013.7,3.0,1.0,37.5,1,0
2,7.5,0.0,7.2,12.5,5.0,33.0,6.0,7.0,13.0,15.0,64.0,23.0,1024.0,4.0,1.0,24.3,11,0
26,3.0,0.0,1.0,3.5,12.0,22.0,7.5,11.0,0.0,9.0,100.0,66.0,1028.2,4.5,4.5,14.0,5,0
15,19.9,0.0,8.8,9.4,15.0,30.0,14.0,10.0,7.0,11.0,51.0,49.0,1004.4,2.0,6.0,31.4,12,0
14,8.2,0.0,3.0,8.1,11.0,52.0,11.0,11.0,33.0,31.0,71.0,54.0,1020.8,8.0,6.0,18.4,8,0
28,17.7,0.0,5.6,10.8,0.0,28.0,7.0,0.0,15.0,20.0,64.0,62.0,1019.1,3.0,1.0,26.1,1,0
16,16.1,0.0,2.2,4.9,8.0,44.0,6.0,8.0,22.0,31.0,75.0,59.0,1022.0,6.0,6.0,20.5,4,0
28,4.0,0.0,3.0,10.1,13.0,33.0,12.0,2.0,13.0,11.0,39.0,31.0,1017.1,1.0,0.0,22.1,8,0
1,15.9,0.0,12.0,13.2,0.0,37.0,1.0,2.0,17.0,20.0,32.0,17.0,1013.2,0.0,0.0,32.7,1,0
15,16.9,1.4,1.6,5.5,0.0,35.0,6.0,1.0,4.0,9.0,79.0,66.0,1022.7,7.0,7.0,24.1,4,0
0,12.8,0.0,7.2,7.7,12.0,41.0,11.0,11.0,15.0,24.0,34.0,16.0,1015.7,0.0,4.5,29.0,5,0
27,19.1,0.0,7.0,11.7,1.0,30.0,5.0,1.0,6.0,20.0,64.0,59.0,1015.0,1.0,1.0,28.8,3,0
6,18.2,0.0,11.0,10.8,1.0,52.0,1.0,4.0,17.0,20.0,53.0,29.0,1013.4,1.0,5.0,33.3,1,0
1,6.6,0.0,11.0,8.2,2.0,43.0,0.0,3.0,31.0,20.0,33.0,21.0,1017.1,1.0,7.0,21.8,10,0
11,16.4,0.0,11.0,11.9,10.0,35.0,4.0,5.0,19.0,11.0,27.0,11.0,1015.9,0.0,0.0,37.3,3,0
12,21.0,0.0,8.8,12.1,14.0,31.0,8.0,15.0,2.0,13.0,38.0,15.0,1006.8,4.5,4.5,41.4,2,0
18,13.8,0.0,6.2,10.4,11.0,31.0,4.0,12.0,6.0,15.0,69.0,27.0,1021.4,5.0,5.0,32.1,4,0
7,18.9,0.0,5.4,7.0,3.0,48.0,3.0,4.0,19.0,20.0,63.0,70.0,1019.0,3.0,7.0,23.6,5,0
15,15.4,0.0,4.0,6.4,5.0,28.0,7.0,7.0,9.0,7.0,62.0,55.0,1021.9,1.0,7.0,22.3,6,0
20,20.8,0.0,5.4,8.2,7.5,37.96875,13.0,4.0,6.0,19.0,82.0,66.0,1019.2,2.0,7.0,26.2,3,0
9,9.9,0.0,4.8,10.4,1.0,46.0,1.0,1.0,24.0,13.0,53.0,22.0,1027.6,0.0,0.0,27.2,4,0
19,18.7,0.0,10.2,13.2,10.0,52.0,4.0,1.0,22.0,35.0,57.0,42.0,1018.6,1.0,1.0,27.6,1,0
26,5.6,0.6,1.4,9.1,8.0,31.0,7.5,8.0,0.0,17.0,60.0,50.5,1020.7,4.5,4.5,12.4,8,0
11,12.1,0.0,6.0,11.3,7.0,33.0,7.0,9.0,6.0,15.0,59.0,41.0,1020.4,3.0,1.0,21.9,11,0
15,17.7,0.0,6.4,9.1,0.0,20.0,5.0,1.0,6.0,7.0,61.0,56.0,1020.3,6.0,7.0,26.0,4,0
27,20.0,0.0,7.2,11.8,8.0,39.0,3.0,0.0,19.0,20.0,59.0,48.0,1011.7,2.0,1.0,29.7,11,0
1,11.5,0.0,8.0,10.8,14.0,46.0,1.0,12.0,17.0,22.0,23.0,9.0,1013.5,3.0,5.0,34.2,9,0
2,5.5,1.6,5.8,6.6,5.0,39.0,9.0,5.0,19.0,17.0,74.0,43.0,1021.8,1.0,7.0,17.1,10,0
18,16.3,0.0,7.2,12.8,9.0,31.0,1.0,7.0,11.0,15.0,74.0,25.0,1021.1,1.0,1.0,35.7,2,0
12,13.7,0.2,6.8,2.0,9.0,44.0,5.0,9.0,19.0,19.0,65.0,55.0,1016.1,4.5,4.5,16.7,12,0
11,14.3,0.0,9.4,13.2,7.0,39.0,1.0,5.0,13.0,19.0,34.0,22.0,1018.4,1.0,1.0,30.7,11,0
7,9.2,0.0,7.2,10.8,1.0,33.0,13.0,1.0,11.0,9.0,35.0,24.0,1019.9,5.0,1.0,25.6,6,0
2,17.9,0.0,12.6,12.8,13.0,46.0,8.0,13.0,13.0,15.0,49.0,35.0,1009.8,1.0,5.0,31.0,12,0
29,10.9,0.2,4.6,4.1,13.0,39.0,7.0,9.0,11.0,24.0,66.0,80.0,1022.4,7.0,8.0,15.8,1,0
27,16.2,0.0,7.0,10.8,6.0,39.0,6.0,3.0,19.0,28.0,58.0,34.0,1016.0,7.0,7.0,25.0,5,0
16,8.8,0.0,1.4,2.9,9.0,20.0,13.0,5.0,4.0,9.0,88.0,67.0,1032.0,7.0,4.0,13.4,6,0
22,17.6,1.4,8.6,1.9,8.0,43.0,3.0,6.0,24.0,28.0,61.0,51.0,1018.7,8.0,6.0,21.9,1,0
7,21.8,0.0,9.0,9.8,11.0,30.0,14.0,11.0,19.0,17.0,65.0,55.0,1013.8,3.0,1.0,29.0,9,0
9,13.9,0.0,4.4,7.8,13.0,28.0,10.0,13.0,11.0,17.0,95.0,56.0,1021.3,8.0,7.0,26.7,4,0
21,25.0,0.0,7.2,11.5,2.0,39.0,1.0,13.0,20.0,28.0,60.0,32.0,1011.6,1.0,1.0,33.6,10,0
23,12.9,0.0,4.4,4.4,7.5,37.96875,10.0,8.0,6.0,11.0,74.0,85.0,1023.5,6.0,7.0,16.2,10,0
1,13.1,0.0,9.4,8.1,0.0,44.0,0.0,3.0,28.0,11.0,38.0,31.0,1018.1,6.0,7.0,24.9,4,0
4,3.4,0.0,4.4,10.4,5.0,44.0,7.0,7.0,15.0,26.0,60.0,21.0,1022.5,0.0,0.0,17.8,5,0
10,6.2,0.8,0.6,7.0,15.0,48.0,11.0,15.0,6.0,31.0,72.0,68.0,1012.3,6.0,7.0,14.7,7,0
9,9.4,0.0,4.4,9.5,0.0,33.0,1.0,15.0,20.0,11.0,52.0,27.0,1025.7,0.0,1.0,23.7,5,0
28,7.9,1.4,2.4,7.3,5.0,22.0,13.0,0.0,2.0,13.0,80.0,54.0,1026.4,6.0,4.0,17.3,7,0
2,10.1,0.0,5.2,10.2,5.0,20.0,0.0,8.0,7.0,9.0,66.0,26.0,1019.0,1.0,7.0,26.5,3,0
2,-0.1,0.0,1.0,8.3,7.0,17.0,15.0,7.0,7.0,9.0,99.0,67.0,1028.7,1.0,1.0,13.9,7,0
14,7.1,0.0,1.6,7.1,11.0,48.0,11.0,11.0,30.0,30.0,82.0,64.0,1016.1,7.0,7.0,14.9,7,0
6,6.9,0.0,4.6,6.9,13.0,30.0,7.5,13.0,0.0,13.0,78.0,44.0,1017.5,2.0,5.0,19.6,3,0
11,3.2,0.0,2.6,9.3,1.0,24.0,7.5,4.0,0.0,11.0,77.0,35.0,1026.7,0.0,0.0,20.0,7,0
0,16.8,0.0,13.8,10.9,8.0,54.0,8.0,7.0,24.0,20.0,64.0,24.0,1015.1,1.0,1.0,27.6,3,0
6,19.0,0.0,13.6,13.7,10.0,43.0,10.0,11.0,20.0,20.0,41.0,23.0,1018.2,1.0,1.0,36.2,1,0
20,20.5,0.0,9.2,8.8,4.0,57.0,1.0,4.0,15.0,33.0,63.0,69.0,1016.9,3.0,5.0,25.1,12,0
2,4.8,0.0,2.2,8.8,3.0,39.0,8.0,6.0,13.0,17.0,91.0,50.0,1030.0,0.0,3.0,14.8,6,0
10,6.0,0.0,7.8,11.5,5.0,48.0,9.0,9.0,20.0,24.0,60.0,35.0,1013.9,4.0,5.0,21.5,12,0
24,9.0,0.0,7.2,12.3,11.0,54.0,11.0,11.0,26.0,30.0,31.0,14.0,1018.9,4.0,2.0,26.0,10,0
21,22.7,0.0,8.0,11.2,0.0,41.0,0.0,4.0,20.0,26.0,58.0,35.0,1011.6,0.0,1.0,32.2,5,0
14,6.4,0.0,1.6,6.6,11.0,57.0,11.0,11.0,17.0,30.0,75.0,67.0,1025.1,7.0,6.0,15.2,6,0
18,13.8,0.2,8.2,8.3,11.0,52.0,4.0,12.0,15.0,22.0,52.0,38.0,1013.2,4.0,6.0,28.7,3,0
14,3.7,0.0,2.2,1.2,10.0,35.0,11.0,11.0,19.0,20.0,86.0,61.0,1033.3,7.0,7.0,12.2,6,0
2,11.2,0.0,10.0,13.3,3.0,46.0,6.0,6.0,17.0,20.0,58.0,20.0,1019.6,0.0,1.0,26.1,11,0
23,12.5,0.0,5.6,2.7,7.5,37.96875,10.0,3.0,2.0,24.0,72.0,63.0,1018.0,8.0,4.0,19.8,11,0
9,17.2,0.0,7.6,10.1,5.0,44.0,9.0,9.0,11.0,24.0,62.0,50.0,1016.4,5.0,2.0,23.8,2,0
1,27.1,0.0,9.4,10.1,0.0,50.0,0.0,2.0,13.0,15.0,25.0,16.0,1007.4,5.0,6.0,38.1,1,0
2,23.3,0.0,12.4,13.2,11.0,41.0,11.0,15.0,19.0,24.0,24.0,9.0,1013.1,0.0,1.0,40.8,1,0
7,23.0,0.0,8.0,10.0,0.0,39.0,2.0,1.0,17.0,30.0,62.0,62.0,1015.3,3.0,1.0,29.5,4,0
5,9.3,0.0,6.922463768115942,12.6,5.0,43.0,10.0,7.0,11.0,28.0,20.0,13.0,1015.9,4.5,4.5,33.5,12,0
14,8.5,0.0,3.2,2.8,7.5,37.96875,13.0,9.0,19.0,11.0,61.0,50.0,1018.4,7.0,7.0,13.4,9,0
11,4.8,0.8,2.0,9.3,9.0,22.0,4.0,13.0,7.0,2.0,80.0,49.0,1018.7,1.0,3.0,18.2,5,0
15,11.7,0.0,3.4,3.5,5.0,17.0,5.0,13.0,7.0,4.0,74.0,51.0,1025.7,7.0,7.0,23.0,6,0
0,7.0,0.0,8.0,11.3,6.0,41.0,3.0,2.0,26.0,22.0,44.0,19.0,1034.5,0.0,0.0,18.3,9,0
10,8.9,0.0,7.6,10.6,5.0,39.0,12.0,9.0,4.0,17.0,63.0,17.0,1008.0,6.0,4.0,28.0,2,0
10,3.7,0.0,2.2,6.2,2.0,35.0,2.0,6.0,7.0,15.0,60.0,42.0,1033.0,7.0,4.5,14.1,5,0
10,4.5,0.0,1.6,9.1,2.0,37.0,0.0,2.0,19.0,17.0,77.0,58.0,1034.7,3.0,4.5,11.4,6,0
11,17.9,0.0,10.4,13.3,7.0,30.0,0.0,9.0,7.0,13.0,48.0,43.0,1007.6,0.0,0.0,28.1,12,0
21,17.3,0.0,5.8,10.7,3.0,39.0,3.0,3.0,22.0,13.0,42.0,26.0,1016.1,0.0,0.0,29.1,6,0
20,12.7,0.0,4.4,10.2,7.5,37.96875,13.0,4.0,13.0,19.0,78.0,61.0,1020.3,1.0,1.0,22.0,5,0
19,18.7,0.0,7.8,1.2,10.0,50.0,12.0,10.0,17.0,26.0,67.0,61.0,1011.0,8.0,8.0,26.9,12,0
19,18.5,0.0,6.8,5.6,1.0,41.0,9.0,1.0,9.0,28.0,77.0,61.0,1010.2,8.0,6.0,25.6,12,0
20,18.8,0.0,10.6,0.0,1.0,31.0,2.0,2.0,11.0,15.0,50.0,53.0,1021.0,7.0,7.0,20.7,12,0
29,12.2,0.2,3.6,6.2,3.0,35.0,2.0,3.0,17.0,20.0,68.0,61.0,1026.5,8.0,8.0,15.0,4,0
