Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Cloud3pm,Month,TempDiff,RainTomorrow
5,0.0,6.922463768115942,12.7,0.0,54.0,4.0,15.0,15.0,28.0,34.0,18.0,1013.6,4.5,4.5,10,16.400000000000002,0
15,0.0,6.2,12.1,4.0,24.0,5.0,1.0,4.0,15.0,41.0,38.0,1019.0,1.0,3.0,10,12.600000000000001,0
8,0.4,1.2,7.5,10.0,26.0,9.0,4.0,6.0,9.0,74.0,57.0,1020.7,7.0,5.0,11,10.8,0
21,0.0,7.6,10.4,11.0,44.0,4.0,11.0,9.0,28.0,71.0,48.0,1012.3,6.0,3.0,10,7.900000000000002,0
19,0.0,2.2,0.7,14.0,22.0,11.0,9.0,11.0,11.0,57.0,55.0,1016.9,6.0,8.0,8,6.6,0
0,0.0,10.4,11.5,6.0,33.0,2.0,6.0,24.0,7.0,39.0,20.0,1023.5,1.0,0.0,10,16.700000000000003,0
14,0.0,4.2,10.9,6.0,22.0,1.0,6.0,13.0,9.0,67.0,18.0,1022.5,2.0,7.0,11,17.799999999999997,0
7,0.0,4.6,10.0,1.0,35.0,7.0,4.0,7.0,26.0,61.0,52.0,1019.9,1.0,1.0,7,14.3,0
15,0.0,3.0,10.2,13.0,30.0,13.0,13.0,6.0,9.0,52.0,36.0,1016.2,0.0,1.0,5,15.099999999999998,0
6,0.0,4.8,9.4,1.0,37.0,0.0,4.0,22.0,19.0,44.0,35.0,1024.9,2.0,5.0,9,19.3,0
21,0.0,6.2,10.5,0.0,35.0,2.0,1.0,19.0,13.0,51.0,40.0,1014.2,6.0,6.0,5,10.900000000000002,0
2,0.0,4.0,8.2,11.0,59.0,11.0,11.0,22.0,28.0,37.0,18.0,1020.6,1.0,5.0,8,15.600000000000001,0
17,0.2,1.2,4.0,8.0,43.0,8.0,8.0,17.0,19.0,71.0,64.0,1020.0,7.0,7.0,7,3.8000000000000007,0
15,0.0,5.4,8.8,9.0,35.0,9.0,13.0,9.0,13.0,46.0,36.0,1019.8,6.0,1.0,6,8.299999999999999,0
29,0.0,4.0,1.2,1.0,30.0,15.0,8.0,9.0,9.0,84.0,73.0,1013.7,7.0,5.0,11,5.9,0
20,0.0,5.4,8.3,13.0,50.0,12.0,13.0,22.0,31.0,55.0,36.0,1010.3,2.0,3.0,5,5.799999999999999,0
1,0.0,12.6,13.4,4.0,43.0,2.0,3.0,15.0,13.0,28.0,11.0,1015.1,0.0,0.0,11,15.700000000000001,0
4,0.0,12.0,12.5,4.0,46.0,11.0,4.0,26.0,15.0,60.0,35.0,1015.9,2.0,6.0,2,10.900000000000002,0
16,0.0,0.2,5.8,11.0,30.0,13.0,2.0,11.0,7.0,83.0,58.0,1028.9,7.0,1.0,6,9.6,0
10,0.0,12.6,11.7,9.0,43.0,0.0,5.0,7.0,22.0,56.0,21.0,1016.2,0.0,4.5,3,13.8,0
29,0.0,3.6,4.9,13.0,46.0,14.0,15.0,13.0,30.0,90.0,78.0,1017.7,1.0,7.0,4,6.499999999999998,0
7,0.0,9.4,6.8,0.0,41.0,3.0,1.0,15.0,28.0,60.0,66.0,1009.6,1.0,7.0,2,4.399999999999999,0
29,0.4,1.8,9.9,13.0,24.0,7.5,15.0,0.0,15.0,99.0,60.0,1029.4,8.0,4.5,8,12.100000000000001,0
8,0.0,10.6,10.5,8.0,59.0,8.0,8.0,30.0,35.0,42.0,33.0,1017.6,2.0,8.0,10,12.9,0
11,0.2,3.0,9.2,9.0,26.0,1.0,13.0,6.0,11.0,81.0,54.0,1021.9,6.0,5.0,8,11.0,0
17,0.0,3.0,11.6,14.0,50.0,12.0,3.0,15.0,17.0,65.0,50.0,1016.3,4.5,4.5,10,9.6,0
18,0.0,6.2,6.3,13.0,31.0,6.0,5.0,9.0,17.0,70.0,51.0,1021.5,8.0,3.0,2,6.300000000000001,0
17,0.4,3.8,12.1,14.0,50.0,12.0,11.0,28.0,13.0,56.0,29.0,1022.7,3.0,3.0,10,14.6,0
28,0.0,5.2,12.9,10.0,61.0,12.0,4.0,26.0,39.0,64.0,64.0,1016.1,1.0,1.0,2,5.900000000000002,0
1,0.0,7.6,10.7,0.0,54.0,0.0,1.0,26.0,17.0,33.0,15.0,1021.2,1.0,1.0,8,18.0,0
28,0.0,5.4,11.2,4.0,46.0,12.0,4.0,15.0,28.0,52.0,51.0,1024.9,1.0,0.0,9,12.399999999999999,0
12,0.0,3.2,10.7,13.0,30.0,14.0,9.0,4.0,13.0,60.0,43.0,1025.7,4.5,4.5,4,13.8,0
3,0.0,7.6,12.6,5.0,35.0,8.0,8.0,19.0,13.0,41.0,30.0,1016.4,1.0,1.0,2,7.5,0
17,0.0,9.8,11.9,12.0,46.0,12.0,12.0,26.0,19.0,47.0,28.0,1006.4,5.0,3.0,2,11.1,0
4,0.0,3.6,7.7,6.0,43.0,4.0,13.0,15.0,11.0,62.0,34.0,1022.4,4.0,6.0,7,17.0,0
26,0.0,4.2,9.7,7.0,37.0,12.0,7.0,4.0,15.0,91.0,32.0,1016.6,4.5,4.5,3,16.9,0
7,0.0,7.2,10.2,4.0,37.0,3.0,4.0,19.0,28.0,56.0,46.0,1016.8,4.0,4.0,5,8.399999999999999,0
17,0.0,7.8,1.7,8.0,33.0,12.0,8.0,13.0,15.0,61.0,87.0,1007.8,4.5,4.5,1,0.6999999999999993,0
24,0.2,1.2,9.9,12.0,28.0,10.0,12.0,13.0,13.0,92.0,51.0,1034.4,1.0,3.0,8,12.600000000000001,0
25,0.0,5.4,6.9,0.0,39.0,2.0,0.0,17.0,22.0,54.0,52.0,1024.0,7.0,3.0,8,2.8999999999999986,0
24,0.2,3.2,6.3,9.0,35.0,5.0,9.0,2.0,6.0,92.0,44.0,1026.3,7.0,1.0,3,9.9,0
19,1.6,3.2,11.2,7.0,67.0,9.0,6.0,24.0,33.0,35.0,45.0,1013.9,1.0,1.0,10,4.5,0
19,0.0,7.4,11.3,4.0,50.0,12.0,4.0,15.0,33.0,60.0,39.0,1020.0,3.0,3.0,2,8.100000000000001,0
14,0.0,4.0,12.9,8.0,44.0,9.0,8.0,20.0,22.0,57.0,32.0,1016.6,5.0,4.0,2,14.799999999999999,0
12,0.0,5.4,6.8,4.0,44.0,4.0,15.0,13.0,20.0,21.0,15.0,1010.5,4.5,4.5,9,9.700000000000001,0
18,0.0,4.6,10.2,5.0,28.0,9.0,5.0,6.0,13.0,63.0,50.0,1023.9,7.0,2.0,12,8.4,0
7,0.0,8.6,12.3,1.0,43.0,2.0,1.0,26.0,31.0,67.0,53.0,1011.0,4.0,2.0,12,5.0,0
27,0.0,6.2,7.9,2.0,39.0,3.0,2.0,15.0,30.0,63.0,53.0,1018.2,1.0,6.0,8,8.299999999999997,0
11,1.4,2.8,6.7,6.0,30.0,6.0,7.0,9.0,11.0,90.0,60.0,1021.1,0.0,3.0,5,8.7,0
10,0.0,6.5,10.7,5.0,31.0,9.0,9.0,15.0,20.0,81.0,42.0,1016.3,6.0,4.5,3,10.9,0
17,0.0,1.6,8.0,12.0,31.0,12.0,0.0,20.0,11.0,73.0,49.0,1026.1,0.0,3.0,8,9.700000000000001,0
6,0.0,9.8,13.6,1.0,35.0,0.0,0.0,13.0,15.0,37.0,25.0,1026.5,0.0,2.0,1,14.900000000000002,0
21,0.0,8.0,5.4,15.0,50.0,15.0,15.0,26.0,24.0,68.0,60.0,1005.8,7.0,6.0,1,4.399999999999999,0
17,0.2,4.4,6.6,3.0,37.0,11.0,3.0,19.0,26.0,54.0,52.0,1019.2,7.0,2.0,1,8.200000000000001,0
22,0.0,8.0,7.6,7.0,43.0,8.0,2.0,22.0,24.0,70.0,61.0,1010.1,5.0,7.0,12,3.3000000000000007,0
25,0.0,9.0,11.8,8.0,37.0,8.0,6.0,19.0,24.0,62.0,57.0,1016.7,6.0,2.0,1,6.0,0
11,0.0,1.4,4.7,9.0,24.0,4.0,9.0,7.0,11.0,82.0,59.0,1018.0,7.0,1.0,5,10.0,0
21,0.0,6.8,10.9,1.0,31.0,3.0,12.0,9.0,20.0,74.0,50.0,1015.2,1.0,1.0,9,10.700000000000003,0
9,0.0,4.2,0.0,1.0,30.0,0.0,15.0,11.0,15.0,62.0,58.0,1016.2,7.0,7.0,9,7.5,0
16,0.8,3.8,4.5,7.0,39.0,5.0,8.0,11.0,15.0,61.0,59.0,1018.3,6.0,7.0,11,4.4,0
11,0.0,10.4,12.7,8.0,28.0,9.0,9.0,6.0,13.0,56.0,52.0,1010.9,0.0,0.0,1,9.8,0
2,0.0,9.2,13.2,0.0,26.0,0.0,7.0,17.0,13.0,41.0,15.0,1009.4,0.0,0.0,1,17.599999999999998,0
19,0.0,8.6,10.8,15.0,61.0,12.0,15.0,24.0,37.0,43.0,31.0,1005.1,1.0,5.0,3,8.0,0
7,0.0,10.6,11.7,4.0,43.0,3.0,1.0,15.0,31.0,55.0,57.0,1015.6,3.0,1.0,11,8.7,0
19,0.0,2.8,8.1,8.0,35.0,14.0,6.0,15.0,11.0,70.0,52.0,1032.3,3.0,2.0,5,9.5,0
10,0.0,8.2,13.0,4.0,39.0,10.0,12.0,13.0,11.0,33.0,15.0,1009.5,0.0,0.0,1,20.099999999999998,0
17,0.0,0.8,8.5,12.0,20.0,12.0,0.0,13.0,6.0,91.0,66.0,1020.7,2.0,1.0,7,7.699999999999999,0
7,0.0,6.2,10.3,1.0,31.0,2.0,1.0,17.0,20.0,78.0,73.0,1014.8,5.0,5.0,4,4.399999999999999,0
16,0.0,2.8,5.4,5.0,24.0,5.0,8.0,6.0,13.0,76.0,52.0,1029.4,7.0,5.0,5,8.200000000000001,0
7,0.0,9.4,8.6,1.0,52.0,6.0,0.0,20.0,35.0,57.0,51.0,1018.1,5.0,2.0,4,8.0,0
1,0.0,3.4,2.7,2.0,31.0,0.0,2.0,13.0,17.0,34.0,24.0,1023.7,7.0,7.0,5,14.200000000000001,0
11,0.0,6.2,9.9,7.0,35.0,8.0,7.0,7.0,17.0,56.0,51.0,1020.1,1.0,1.0,3,11.3,0
17,1.6,1.4,0.1,14.0,35.0,12.0,12.0,4.0,9.0,95.0,82.0,1025.0,8.0,7.0,6,8.4,0
4,0.0,7.0,13.4,9.0,41.0,1.0,5.0,2.0,30.0,68.0,32.0,1007.2,1.0,2.0,12,11.3,0
11,0.0,9.4,10.4,1.0,41.0,0.0,6.0,17.0,15.0,49.0,32.0,1009.8,2.0,4.0,1,13.0,0
13,0.0,1.8,4.5,13.0,30.0,13.0,0.0,17.0,13.0,83.0,55.0,1029.4,8.0,8.0,8,6.4,0
18,0.0,3.0,3.3,11.0,35.0,15.0,11.0,11.0,9.0,69.0,56.0,1024.1,8.0,7.0,9,7.1,0
10,0.0,0.8,9.3,13.0,35.0,1.0,15.0,7.0,22.0,79.0,45.0,1021.4,4.5,4.5,7,15.2,0
15,0.0,4.0,10.5,4.0,24.0,9.0,1.0,4.0,13.0,66.0,59.0,1022.6,5.0,3.0,9,9.999999999999998,0
1,0.0,4.8,5.8,2.0,31.0,8.0,8.0,13.0,13.0,37.0,27.0,1021.8,7.0,7.0,5,8.3,0
8,0.0,3.4,10.6,8.0,31.0,8.0,3.0,9.0,13.0,65.0,39.0,1027.9,1.0,1.0,4,12.5,0
5,0.0,6.922463768115942,5.5,9.0,35.0,5.0,9.0,6.0,17.0,74.0,37.0,1007.5,8.0,6.0,4,9.9,0
12,0.0,3.6,9.4,7.5,37.96875,13.0,5.0,22.0,17.0,74.0,47.0,1022.0,4.5,4.5,8,4.0,0
2,0.0,1.2,9.0,7.0,22.0,7.0,8.0,11.0,13.0,94.0,51.0,1026.4,0.0,0.0,6,12.100000000000001,0
10,0.0,7.2,4.2,5.0,39.0,13.0,9.0,6.0,22.0,65.0,50.0,1013.1,3.0,4.5,2,10.600000000000001,0
10,0.2,0.8,8.5,11.0,22.0,7.5,11.0,0.0,9.0,81.0,43.0,1026.2,2.0,5.0,6,17.7,0
27,0.0,5.2,10.9,6.0,31.0,11.0,1.0,7.0,22.0,51.0,39.0,1017.2,1.0,1.0,6,14.4,0
4,0.0,9.0,13.1,10.0,43.0,10.0,10.0,26.0,22.0,35.0,17.0,1013.7,3.0,1.0,1,16.7,0
2,0.0,7.2,12.5,5.0,33.0,6.0,7.0,13.0,15.0,64.0,23.0,1024.0,4.0,1.0,11,16.8,0
26,0.0,1.0,3.5,12.0,22.0,7.5,11.0,0.0,9.0,100.0,66.0,1028.2,4.5,4.5,5,11.0,0
15,0.0,8.8,9.4,15.0,30.0,14.0,10.0,7.0,11.0,51.0,49.0,1004.4,2.0,6.0,12,11.5,0
14,0.0,3.0,8.1,11.0,52.0,11.0,11.0,33.0,31.0,71.0,54.0,1020.8,8.0,6.0,8,10.2,0
28,0.0,5.6,10.8,0.0,28.0,7.0,0.0,15.0,20.0,64.0,62.0,1019.1,3.0,1.0,1,8.400000000000002,0
16,0.0,2.2,4.9,8.0,44.0,6.0,8.0,22.0,31.0,75.0,59.0,1022.0,6.0,6.0,4,4.399999999999999,0
28,0.0,3.0,10.1,13.0,33.0,12.0,2.0,13.0,11.0,39.0,31.0,1017.1,1.0,0.0,8,18.1,0
1,0.0,12.0,13.2,0.0,37.0,1.0,2.0,17.0,20.0,32.0,17.0,1013.2,0.0,0.0,1,16.800000000000004,0
15,1.4,1.6,5.5,0.0,35.0,6.0,1.0,4.0,9.0,79.0,66.0,1022.7,7.0,7.0,4,7.200000000000003,0
0,0.0,7.2,7.7,12.0,41.0,11.0,11.0,15.0,24.0,34.0,16.0,1015.7,0.0,4.5,5,16.2,0
27,0.0,7.0,11.7,1.0,30.0,5.0,1.0,6.0,20.0,64.0,59.0,1015.0,1.0,1.0,3,9.7,0
6,0.0,11.0,10.8,1.0,52.0,1.0,4.0,17.0,20.0,53.0,29.0,1013.4,1.0,5.0,1,15.099999999999998,0
1,0.0,11.0,8.2,2.0,43.0,0.0,3.0,31.0,20.0,33.0,21.0,1017.1,1.0,7.0,10,15.200000000000001,0
11,0.0,11.0,11.9,10.0,35.0,4.0,5.0,19.0,11.0,27.0,11.0,1015.9,0.0,0.0,3,20.9,0
12,0.0,8.8,12.1,14.0,31.0,8.0,15.0,2.0,13.0,38.0,15.0,1006.8,4.5,4.5,2,20.4,0
18,0.0,6.2,10.4,11.0,31.0,4.0,12.0,6.0,15.0,69.0,27.0,1021.4,5.0,5.0,4,18.3,0
7,0.0,5.4,7.0,3.0,48.0,3.0,4.0,19.0,20.0,63.0,70.0,1019.0,3.0,7.0,5,4.700000000000003,0
15,0.0,4.0,6.4,5.0,28.0,7.0,7.0,9.0,7.0,62.0,55.0,1021.9,1.0,7.0,6,6.9,0
20,0.0,5.4,8.2,7.5,37.96875,13.0,4.0,6.0,19.0,82.0,66.0,1019.2,2.0,7.0,3,5.399999999999999,0
9,0.0,4.8,10.4,1.0,46.0,1.0,1.0,24.0,13.0,53.0,22.0,1027.6,0.0,0.0,4,17.299999999999997,0
19,0.0,10.2,13.2,10.0,52.0,4.0,1.0,22.0,35.0,57.0,42.0,1018.6,1.0,1.0,1,8.900000000000002,0
26,0.6,1.4,9.1,8.0,31.0,7.5,8.0,0.0,17.0,60.0,50.5,1020.7,4.5,4.5,8,6.800000000000001,0
11,0.0,6.0,11.3,7.0,33.0,7.0,9.0,6.0,15.0,59.0,41.0,1020.4,3.0,1.0,11,9.799999999999999,0
15,0.0,6.4,9.1,0.0,20.0,5.0,1.0,6.0,7.0,61.0,56.0,1020.3,6.0,7.0,4,8.3,0
27,0.0,7.2,11.8,8.0,39.0,3.0,0.0,19.0,20.0,59.0,48.0,1011.7,2.0,1.0,11,9.7,0
1,0.0,8.0,10.8,14.0,46.0,1.0,12.0,17.0,22.0,23.0,9.0,1013.5,3.0,5.0,9,22.700000000000003,0
2,1.6,5.8,6.6,5.0,39.0,9.0,5.0,19.0,17.0,74.0,43.0,1021.8,1.0,7.0,10,11.600000000000001,0
18,0.0,7.2,12.8,9.0,31.0,1.0,7.0,11.0,15.0,74.0,25.0,1021.1,1.0,1.0,2,19.400000000000002,0
12,0.2,6.8,2.0,9.0,44.0,5.0,9.0,19.0,19.0,65.0,55.0,1016.1,4.5,4.5,12,3.0,0
11,0.0,9.4,13.2,7.0,39.0,1.0,5.0,13.0,19.0,34.0,22.0,1018.4,1.0,1.0,11,16.4,0
7,0.0,7.2,10.8,1.0,33.0,13.0,1.0,11.0,9.0,35.0,24.0,1019.9,5.0,1.0,6,16.400000000000002,0
2,0.0,12.6,12.8,13.0,46.0,8.0,13.0,13.0,15.0,49.0,35.0,1009.8,1.0,5.0,12,13.100000000000001,0
29,0.2,4.6,4.1,13.0,39.0,7.0,9.0,11.0,24.0,66.0,80.0,1022.4,7.0,8.0,1,4.9,0
27,0.0,7.0,10.8,6.0,39.0,6.0,3.0,19.0,28.0,58.0,34.0,1016.0,7.0,7.0,5,8.8,0
16,0.0,1.4,2.9,9.0,20.0,13.0,5.0,4.0,9.0,88.0,67.0,1032.0,7.0,4.0,6,4.6,0
22,1.4,8.6,1.9,8.0,43.0,3.0,6.0,24.0,28.0,61.0,51.0,1018.7,8.0,6.0,1,4.299999999999997,0
7,0.0,9.0,9.8,11.0,30.0,14.0,11.0,19.0,17.0,65.0,55.0,1013.8,3.0,1.0,9,7.199999999999999,0
9,0.0,4.4,7.8,13.0,28.0,10.0,13.0,11.0,17.0,95.0,56.0,1021.3,8.0,7.0,4,12.799999999999999,0
21,0.0,7.2,11.5,2.0,39.0,1.0,13.0,20.0,28.0,60.0,32.0,1011.6,1.0,1.0,10,8.600000000000001,0
23,0.0,4.4,4.4,7.5,37.96875,10.0,8.0,6.0,11.0,74.0,85.0,1023.5,6.0,7.0,10,3.299999999999999,0
1,0.0,9.4,8.1,0.0,44.0,0.0,3.0,28.0,11.0,38.0,31.0,1018.1,6.0,7.0,4,11.799999999999999,0
4,0.0,4.4,10.4,5.0,44.0,7.0,7.0,15.0,26.0,60.0,21.0,1022.5,0.0,0.0,5,14.4,0
10,0.8,0.6,7.0,15.0,48.0,11.0,15.0,6.0,31.0,72.0,68.0,1012.3,6.0,7.0,7,8.5,0
9,0.0,4.4,9.5,0.0,33.0,1.0,15.0,20.0,11.0,52.0,27.0,1025.7,0.0,1.0,5,14.299999999999999,0
28,1.4,2.4,7.3,5.0,22.0,13.0,0.0,2.0,13.0,80.0,54.0,1026.4,6.0,4.0,7,9.4,0
2,0.0,5.2,10.2,5.0,20.0,0.0,8.0,7.0,9.0,66.0,26.0,1019.0,1.0,7.0,3,16.4,0
2,0.0,1.0,8.3,7.0,17.0,15.0,7.0,7.0,9.0,99.0,67.0,1028.7,1.0,1.0,7,14.0,0
14,0.0,1.6,7.1,11.0,48.0,11.0,11.0,30.0,30.0,82.0,64.0,1016.1,7.0,7.0,7,7.800000000000001,0
6,0.0,4.6,6.9,13.0,30.0,7.5,13.0,0.0,13.0,78.0,44.0,1017.5,2.0,5.0,3,12.700000000000001,0
11,0.0,2.6,9.3,1.0,24.0,7.5,4.0,0.0,11.0,77.0,35.0,1026.7,0.0,0.0,7,16.8,0
0,0.0,13.8,10.9,8.0,54.0,8.0,7.0,24.0,20.0,64.0,24.0,1015.1,1.0,1.0,3,10.8,0
6,0.0,13.6,13.7,10.0,43.0,10.0,11.0,20.0,20.0,41.0,23.0,1018.2,1.0,1.0,1,17.200000000000003,0
20,0.0,9.2,8.8,4.0,57.0,1.0,4.0,15.0,33.0,63.0,69.0,1016.9,3.0,5.0,12,4.600000000000001,0
2,0.0,2.2,8.8,3.0,39.0,8.0,6.0,13.0,17.0,91.0,50.0,1030.0,0.0,3.0,6,10.0,0
10,0.0,7.8,11.5,5.0,48.0,9.0,9.0,20.0,24.0,60.0,35.0,1013.9,4.0,5.0,12,15.5,0
24,0.0,7.2,12.3,11.0,54.0,11.0,11.0,26.0,30.0,31.0,14.0,1018.9,4.0,2.0,10,17.0,0
21,0.0,8.0,11.2,0.0,41.0,0.0,4.0,20.0,26.0,58.0,35.0,1011.6,0.0,1.0,5,9.500000000000004,0
14,0.0,1.6,6.6,11.0,57.0,11.0,11.0,17.0,30.0,75.0,67.0,1025.1,7.0,6.0,6,8.799999999999999,0
18,0.2,8.2,8.3,11.0,52.0,4.0,12.0,15.0,22.0,52.0,38.0,1013.2,4.0,6.0,3,14.899999999999999,0
14,0.0,2.2,1.2,10.0,35.0,11.0,11.0,19.0,20.0,86.0,61.0,1033.3,7.0,7.0,6,8.5,0
2,0.0,10.0,13.3,3.0,46.0,6.0,6.0,17.0,20.0,58.0,20.0,1019.6,0.0,1.0,11,14.900000000000002,0
23,0.0,5.6,2.7,7.5,37.96875,10.0,3.0,2.0,24.0,72.0,63.0,1018.0,8.0,4.0,11,7.300000000000001,0
9,0.0,7.6,10.1,5.0,44.0,9.0,9.0,11.0,24.0,62.0,50.0,1016.4,5.0,2.0,2,6.600000000000001,0
1,0.0,9.4,10.1,0.0,50.0,0.0,2.0,13.0,15.0,25.0,16.0,1007.4,5.0,6.0,1,11.0,0
2,0.0,12.4,13.2,11.0,41.0,11.0,15.0,19.0,24.0,24.0,9.0,1013.1,0.0,1.0,1,17.499999999999996,0
7,0.0,8.0,10.0,0.0,39.0,2.0,1.0,17.0,30.0,62.0,62.0,1015.3,3.0,1.0,4,6.5,0
5,0.0,6.922463768115942,12.6,5.0,43.0,10.0,7.0,11.0,28.0,20.0,13.0,1015.9,4.5,4.5,12,24.2,0
14,0.0,3.2,2.8,7.5,37.96875,13.0,9.0,19.0,11.0,61.0,50.0,1018.4,7.0,7.0,9,4.9,0
11,0.8,2.0,9.3,9.0,22.0,4.0,13.0,7.0,2.0,80.0,49.0,1018.7,1.0,3.0,5,13.399999999999999,0
15,0.0,3.4,3.5,5.0,17.0,5.0,13.0,7.0,4.0,74.0,51.0,1025.7,7.0,7.0,6,11.3,0
0,0.0,8.0,11.3,6.0,41.0,3.0,2.0,26.0,22.0,44.0,19.0,1034.5,0.0,0.0,9,11.3,0
10,0.0,7.6,10.6,5.0,39.0,12.0,9.0,4.0,17.0,63.0,17.0,1008.0,6.0,4.0,2,19.1,0
10,0.0,2.2,6.2,2.0,35.0,2.0,6.0,7.0,15.0,60.0,42.0,1033.0,7.0,4.5,5,10.399999999999999,0
10,0.0,1.6,9.1,2.0,37.0,0.0,2.0,19.0,17.0,77.0,58.0,1034.7,3.0,4.5,6,6.9,0
11,0.0,10.4,13.3,7.0,30.0,0.0,9.0,7.0,13.0,48.0,43.0,1007.6,0.0,0.0,12,10.200000000000003,0
21,0.0,5.8,10.7,3.0,39.0,3.0,3.0,22.0,13.0,42.0,26.0,1016.1,0.0,0.0,6,11.8,0
20,0.0,4.4,10.2,7.5,37.96875,13.0,4.0,13.0,19.0,78.0,61.0,1020.3,1.0,1.0,5,9.3,0
19,0.0,7.8,1.2,10.0,50.0,12.0,10.0,17.0,26.0,67.0,61.0,1011.0,8.0,8.0,12,8.2,0
19,0.0,6.8,5.6,1.0,41.0,9.0,1.0,9.0,28.0,77.0,61.0,1010.2,8.0,6.0,12,7.100000000000001,0
20,0.0,10.6,0.0,1.0,31.0,2.0,2.0,11.0,15.0,50.0,53.0,1021.0,7.0,7.0,12,1.8999999999999986,0
29,0.2,3.6,6.2,3.0,35.0,2.0,3.0,17.0,20.0,68.0,61.0,1026.5,8.0,8.0,4,2.8000000000000007,0
16,0.0,5.4,3.2,8.0,22.0,3.0,7.0,11.0,7.0,59.0,52.0,1015.3,7.0,8.0,2,4.800000000000001,0
0,0.0,12.2,6.5,4.0,43.0,1.0,10.0,19.0,9.0,22.0,18.0,1013.4,0.0,4.0,1,12.500000000000004,0
27,0.0,4.0,10.5,9.0,59.0,11.0,11.0,7.0,24.0,64.0,69.0,1002.8,1.0,2.0,2,6.5,0
18,0.0,2.8,5.4,5.0,17.0,10.0,6.0,7.0,7.0,94.0,59.0,1029.5,8.0,6.0,5,9.6,0
17,1.0,3.0,10.1,8.0,37.0,11.0,2.0,11.0,17.0,52.0,52.0,1016.5,1.0,2.0,9,7.300000000000001,0
5,0.0,6.922463768115942,7.8,11.0,46.0,9.0,0.0,4.0,11.0,94.0,47.0,1032.0,0.0,3.0,7,17.9,0
7,0.0,6.8,9.7,1.0,30.0,12.0,4.0,6.0,19.0,57.0,43.0,1010.5,4.0,5.0,3,11.999999999999996,0
18,0.2,3.0,8.1,13.0,54.0,9.0,5.0,24.0,26.0,73.0,56.0,1001.3,7.0,6.0,9,5.800000000000001,0
17,0.0,4.4,1.1,7.0,56.0,12.0,14.0,22.0,20.0,52.0,37.0,1003.2,7.0,7.0,12,9.1,0
21,0.0,5.4,10.9,0.0,37.0,2.0,2.0,17.0,19.0,65.0,40.0,1012.1,1.0,2.0,6,9.199999999999996,0
28,0.0,2.0,8.1,5.0,28.0,5.0,0.0,11.0,9.0,67.0,68.0,1021.6,2.0,5.0,6,8.899999999999999,0
20,0.4,3.8,8.2,6.0,31.0,13.0,0.0,9.0,20.0,70.0,45.0,1025.3,7.0,5.0,10,7.200000000000001,0
11,0.0,1.2,7.1,7.0,22.0,4.0,9.0,7.0,11.0,88.0,61.0,1017.0,3.0,3.0,5,10.600000000000001,0
11,0.0,11.2,12.9,5.0,46.0,0.0,5.0,11.0,26.0,55.0,46.0,1011.2,0.0,0.0,2,9.599999999999998,0
14,0.0,1.8,8.1,8.0,19.0,13.0,6.0,11.0,11.0,83.0,68.0,1034.9,5.0,7.0,6,10.6,0
17,0.0,7.2,9.4,9.0,54.0,12.0,5.0,20.0,24.0,52.0,40.0,1013.5,3.0,3.0,3,5.5,0
24,0.0,5.0,12.8,5.0,33.0,0.0,7.0,15.0,22.0,72.0,47.0,1011.3,1.0,2.0,2,16.5,0
18,0.0,3.4,11.2,8.0,35.0,3.0,7.0,11.0,17.0,59.0,46.0,1025.8,6.0,1.0,11,7.900000000000002,0
2,0.0,7.6,12.0,7.0,50.0,7.0,13.0,9.0,19.0,53.0,12.0,1010.8,1.0,2.0,10,23.0,0
14,1.0,1.6,6.3,3.0,35.0,3.0,6.0,19.0,24.0,56.0,52.0,1033.1,7.0,6.0,6,4.999999999999999,0
9,0.6,3.4,7.3,9.0,31.0,3.0,8.0,15.0,15.0,67.0,31.0,1018.6,7.0,1.0,4,8.499999999999998,0
6,0.0,1.6,8.5,6.0,59.0,2.0,9.0,9.0,9.0,77.0,34.0,1017.4,7.0,2.0,5,16.5,0
14,0.0,4.6,2.3,6.0,54.0,8.0,8.0,28.0,33.0,61.0,55.0,1022.3,7.0,7.0,12,4.4,0
9,0.0,10.6,5.8,7.0,43.0,7.0,9.0,20.0,31.0,56.0,44.0,1010.1,7.0,4.0,12,9.100000000000001,0
21,0.0,7.2,11.1,0.0,39.0,0.0,4.0,20.0,20.0,53.0,36.0,1014.8,0.0,1.0,7,10.600000000000001,0
17,0.0,8.8,7.8,11.0,65.0,12.0,12.0,28.0,35.0,42.0,16.0,1009.6,4.5,4.5,2,13.500000000000004,0
22,0.0,5.2,0.2,14.0,56.0,13.0,15.0,15.0,31.0,61.0,47.0,1005.3,8.0,7.0,12,3.299999999999997,0
15,0.0,3.8,10.1,0.0,26.0,9.0,0.0,2.0,13.0,56.0,47.0,1015.1,1.0,1.0,8,11.799999999999999,0
8,1.6,2.4,8.5,15.0,59.0,14.0,15.0,31.0,22.0,66.0,44.0,1009.4,6.0,7.0,5,4.200000000000001,0
1,0.0,4.2,10.4,0.0,30.0,0.0,2.0,11.0,17.0,48.0,17.0,1023.8,0.0,0.0,7,20.3,0
20,0.0,3.4,8.2,15.0,26.0,15.0,0.0,17.0,9.0,72.0,45.0,1033.4,5.0,3.0,6,10.1,0
