Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Month,RainTomorrow
8,9.511446463523345,17.541376925688613,0.8515855391928113,5.874731456179445,2.8442767682383274,10,43.39172461486228,11,12,12.56689845944911,9.90758000679039,92.5668984594491,68.5668984594491,1019.3423435398719,1017.2165507702755,5.3917246148622775,5.824826155413167,12.258894310147294,16.168136309468256,0,6,Yes
25,13.739521197399348,18.442252909254396,0.6240270159081434,3.091467165583062,0.9868262675335504,14,36.782934331166125,12,12,13.674401496749185,16.782934331166125,95.98839775487622,91.22866791395765,1014.6651197006502,1011.7193861178587,5.614333956978827,6.060067539770358,15.669760598699675,17.32054634237101,0,3,Yes
19,9.428581504875686,17.063642775829983,1.4025919064314436,2.0636427758299827,4.283105585442412,11,42.66840690870258,5,5,6.0,8.324693645228521,81.89608862897623,83.11687090318098,1014.3233741806362,1013.1506597322962,5.662346822614261,7.220782274204754,11.428581504875686,12.090928327489948,0,6,Yes
3,16.315801431787662,22.452196365462093,0.0,6.384666883315025,0.7505990087623887,3,46.332002202750246,4,4,17.332002202750246,20.0,61.66400440550049,94.08100385481293,1012.7845979073873,1011.9509983479373,6.5830005506875615,7.4169994493124385,21.243297301630946,17.725499173968657,0,5,Yes
16,14.049480993733555,23.06927339122698,0.0,3.298961987467109,2.384636695613488,12,33.19792397493422,11,10,11.549480993733555,12.098961987467108,63.27474049686678,70.35155701879934,1013.8,1008.6220069440469,5.901038012532892,7.450519006266446,18.903391080574018,21.216539838407073,0,5,Yes
25,20.6617999474206,26.979400017526466,0.31760007010586616,4.441199964947067,5.629200315476398,6,50.76400105158799,6,6,18.970000876323326,22.41199964947067,70.44199877314735,70.58800035052933,1019.0116002453705,1017.4205999824735,3.029999123676673,5.411999649470669,24.067799772155936,24.344199877314733,0,4,Yes
22,7.215027992391192,13.668936167627507,0.3078163504726288,2.3226427733457995,4.846293394281707,6,45.3066069333645,10,8,13.460918247636856,24.0,61.23045912381843,47.11623740949932,1025.7462933942818,1025.4847704380907,6.038073904773035,4.807614780954607,9.453505036200271,12.622642773345799,0,7,Yes
2,5.274952724645928,17.589644361239408,0.0,3.4731214543484445,0.6512523637677036,12,43.12186909058074,10,10,12.756261818838517,20.415701822450366,39.0,83.12186909058074,1012.4731214543484,1009.229046544568,8.0,8.0,12.782130178633189,12.155588361600595,0,4,Yes
8,4.488042039563801,14.345532189548639,0.0,2.587377870840875,1.4303547930324247,11,29.03022339533473,11,11,9.0,9.969776604665268,58.454664906997905,54.27266754650105,1017.3425098500152,1013.8909986802483,7.242444151166318,5.545335093002096,9.624310113965478,13.845532189548639,0,7,Yes
29,5.306342773607651,14.29625199741366,0.20172984734754118,0.4,0.004612926260109784,10,24.011532315650275,10,9,13.0,11.011532315650275,98.97405228978688,81.99423384217486,1027.8066310814988,1025.707784313064,4.507207697281421,4.510090776193991,7.309514160411476,13.794810457957377,0,7,Yes
18,9.897847152763024,23.500861138894788,0.0,6.002152847236975,5.6691065602019055,11,54.99784715276302,10,10,17.6695371296493,19.002152847236975,44.65877289346442,41.00215284723698,1011.5995694305526,1006.4008611388948,6.332615717587675,7.0,19.30172227778958,22.53390742592986,0,5,Yes
14,16.620887657161447,27.839087988871935,0.0,7.376628666202998,8.791001658552453,9,30.11685666898501,12,11,11.233713337970027,12.766286662029973,53.883143331014985,72.8179966828951,1015.8103420041731,1010.9063110159966,4.233713337970027,5.233713337970027,23.809201990262945,22.362459322668936,0,10,Yes
13,8.366942811767066,15.735615145957578,0.0,3.0,6.8,5,58.70816074264558,14,6,27.124482227936753,29.416321485291167,78.39488408455071,55.0,1013.7566383290474,1015.2081607426455,7.0,3.5622411139683763,11.231327665809486,14.425310663237948,0,8,Yes
23,16.079866595029966,20.44509130761368,0.0,4.918469109270358,0.8750420973563546,7,37.96875,10,9,5.510814655622146,20.304494251674278,81.4076544536482,76.65224712583714,1006.5168048135706,1004.9168048135706,7.918469109270358,7.918469109270358,17.83094806059218,17.367886279132897,0,9,Yes
15,20.636723557110365,26.917707112630584,0.3042631116764959,5.571802666242628,0.7472137782371528,0,23.711480003180288,5,1,4.0,8.140986668786859,75.33115111358467,62.85901333121314,1022.3301613315311,1019.2731119980917,7.0,7.0,23.304263111676494,25.636723557110365,0,2,Yes
12,14.290355613599239,19.618007035873443,1.9636654940210927,2.1993591315359615,0.8183274701054631,7,26.726690119578148,7,3,6.091637350527316,6.0,93.18167252989454,85.27330988042185,1015.4458186752636,1011.7361742888629,7.181672529894537,7.181672529894537,16.408843300820713,18.89983978288399,1,7,Yes
6,7.621724777240636,23.67816518160424,0.0,4.591266072641695,11.58231206297314,11,40.04366963679152,11,13,11.609174091978808,21.043669636791524,67.0,37.43449554481271,1018.1390825908021,1013.7912660726417,0.7390825908021192,2.4781651816042385,14.126201782074913,22.204256922524028,0,11,Yes
28,11.203161498921546,24.001457498326538,0.0,1.60973099903311,6.505112001785028,14,48.49147999702495,7,11,10.377130000743762,17.754260001487523,97.24573999851248,45.19708500334693,1013.5934304998884,1009.3065695001116,4.15571749981406,4.84428250018594,13.234304998884358,23.001457498326538,0,6,Yes
18,10.405560582741192,18.085943353502795,0.0659252556345079,2.265925255634508,4.574822188020413,9,45.31850511269016,14,14,17.966636503552856,17.0,78.02224233096476,44.033363496447144,1006.922953578883,1005.4844303683246,6.329626278172539,7.0,11.610009048934144,17.250756492589066,0,6,Yes
21,9.37451154408611,18.647069264516656,0.0,3.767317941218521,9.156216691039807,7,37.96875,13,6,11.43783308960193,21.928063971324114,62.490230881722184,51.954262867384244,1025.565364117563,1024.0202486767018,2.4182948530463024,2.254884559138907,14.088898749821286,17.335968014337944,0,5,Yes
10,3.2980405151165693,12.649554662526493,0.6998218650105972,2.116815112491169,1.8987530550741805,13,46.33273955003532,14,13,20.497327975158957,24.332739550035324,90.83363022498234,87.16636977501766,1018.4495546625266,1016.7327395500353,6.0,7.417705787438184,8.48247234755122,11.21628070752296,0,7,Yes
25,16.88079268240923,22.057621952772305,0.009603658795384218,4.9327743884323105,8.52400914698846,1,47.759908530115396,0,0,25.807926824092316,32.66387194216155,64.61585364818463,68.14405488193077,1017.1968750053054,1015.5536585407261,6.951981706023079,6.048018293976921,19.757621952772304,20.281631099760766,0,10,Yes
16,8.624270957274577,19.615856619193973,0.0,3.7643985337431283,7.675729042725423,9,38.91322713854379,11,10,4.0,20.906136049521667,60.25243014241808,37.42071690403013,1014.5702308755466,1006.636573523224,2.4207169040301277,6.747569857581923,13.482199266871564,18.957928309596987,0,9,Yes
15,3.294180909086351,14.417779909081338,0.14116381818272977,1.588146727279108,0.6589437272640672,6,12.765085454518108,3,6,3.1767236363454048,2.0592663636044586,98.52909545456825,66.52909545456825,1025.8879316363855,1021.1822200909187,7.294180909086351,7.705819090913649,5.929633181802229,14.094180909086353,0,6,Yes
29,5.570406684945215,12.430692813160555,0.2512650695912345,1.6,1.3321234542372533,7,46.51265069591234,11,11,15.0,18.653464065802776,82.51265069591234,69.62816267397808,1019.6075904175474,1014.085918663011,7.628162673978086,7.628162673978086,8.16391576550358,11.530692813160556,0,5,Yes
27,23.83249216982228,26.16624608491114,0.3116718867851464,5.511671886785146,1.7116718867851464,6,47.11671886785146,11,11,14.545741981259939,24.0,88.6624608491114,85.6624608491114,1015.0025234905331,1012.890851603748,8.0,7.0,24.454574198125993,24.676656226429706,0,9,Yes
15,21.27973483056139,30.371573033283674,0.0,9.450435954615022,7.5438786520417125,5,28.42274157337306,11,5,7.056853933432649,13.0,57.94314606656735,69.63411236005959,1014.4170561800298,1011.2829438199702,6.365887639940411,5.78862921331347,27.375653931922532,26.84314606656735,0,10,Yes
7,13.529705303618691,21.870014033161013,0.2800561326440589,6.6966938785749885,4.780477127474501,11,41.0,5,7,20.0,27.19943867355941,79.30126298449133,60.89957900516956,1012.7707156912118,1012.7506314922457,8.0,7.0,19.00976143626275,19.650070165805076,0,10,Yes
26,21.92050743519711,25.136310874259202,0.0,7.2991542746714835,0.0,7,40.546594302451034,8,8,19.149577137335744,17.0,92.50422862664259,76.74788568667871,1014.4512685879928,1014.7615223055913,8.0,8.0,22.135465148930685,23.83160687812418,0,1,Yes
12,10.62728413214856,15.345455631633197,0.0,5.487758993624815,1.7772751711746915,9,29.295458618624487,3,2,10.727278158165982,6.840902302292523,80.13636092091701,85.70454138137552,1014.4727278158166,1014.0136420660743,6.431819539541495,7.0,13.440914250257682,14.204547355358093,0,5,Yes
11,9.52096602586505,17.52861164992478,0.1762038833082594,4.718980583458703,5.669402907668873,5,52.0,9,8,12.070825251128328,18.762038833082595,74.52407766616518,68.88101941654129,1018.1719514490221,1016.1906504830074,1.4164320421054608,6.702548541353242,14.102266991879796,15.46430582496239,0,8,Yes
7,13.592545434569795,20.846503747446455,0.7147756441728215,4.714775644172821,1.9786939110432054,15,40.191292740288034,12,12,6.404353629855982,18.191292740288034,75.59564637014402,80.80870725971197,1016.1878632310783,1015.5069925051071,7.404353629855982,7.595646370144018,18.156925761763297,17.989115925360046,0,10,Yes
16,10.176326014095697,16.114410252289577,0.3958827850601213,2.193824177590182,3.9226446821693326,13,36.979413925300605,11,12,20.041172149398786,19.989706962650303,73.03087911204909,52.0102930373497,1022.9372124721668,1018.9248608273472,7.0,7.0,11.280443229035576,15.406175822409818,0,6,Yes
28,3.1109653506320925,13.160052473772446,0.1911227719494326,0.9644910877977304,4.177806929873582,7,40.733683158482975,13,8,9.0,19.955613859747164,94.77806929873582,64.04438614025284,1024.4955613859747,1023.7201049475449,6.911227719494326,5.088772280505674,10.389034649367908,12.242298017671313,0,6,Yes
27,4.029371693842677,14.654125661231465,0.10825132246292908,1.2,1.8907645470922199,10,58.12869048916819,9,7,13.330052898517163,32.12869048916819,99.0,76.45874338768536,1009.417789701141,1004.9590463134557,5.853141530786614,5.853141530786614,6.745874338768536,14.008251322462929,0,6,Yes
8,3.274344462500548,15.65315852333348,0.0,2.268027415833589,3.0724970141659727,14,42.851311074998904,8,12,7.148688925001095,18.851311074998904,77.70262214999781,57.70262214999781,1018.0572407708343,1012.2018474483345,5.234207383332603,6.659862920832055,8.95315852333348,14.404082247500767,0,8,Yes
19,8.318583636241417,18.377322954530175,1.8,0.6453540909396456,6.550552499831949,6,35.63937727181063,14,5,17.63937727181063,19.77322954530177,70.13385227349114,57.90708181879291,1014.2866147726509,1012.479532953858,1.7936965914437983,6.43307386325443,11.990708181879292,15.649447500168051,1,8,Yes
10,14.172343145262726,21.165294890460153,0.0,6.366205402607217,3.4257962575002563,4,56.07048254802571,9,6,13.0,30.309839150658096,48.84973191776349,62.53058978092031,1006.5803216986839,1004.6272627205917,5.305187657565553,5.305187657565553,17.888300252104887,18.441359230196916,0,9,Yes
25,15.825604629440218,20.068658192892293,0.32261734010177856,4.118255106598815,10.484732182739625,4,46.81744893401186,8,4,21.634897868023714,27.59127553299407,59.79563776649704,54.591275532994075,1017.899193827413,1016.499193827413,1.2043622335029642,3.4087244670059285,18.146040852790517,18.76647707614081,0,9,Yes
17,8.291811277740152,19.905065976798547,0.0,3.6805105999955074,6.369396240753283,13,39.61207518493434,12,6,18.30603759246717,9.693962407532828,58.82650939811679,42.86745300941604,1009.5744622175517,1007.3734906018833,4.5,4.5,12.987716916610228,17.313254699058394,0,8,Yes
23,19.381892838513796,22.86362143229724,0.18183809027034592,1.2001094964869026,1.4725928906751653,5,37.52836087512651,3,6,12.81838090270346,17.0,92.09135703108278,87.09135703108278,1015.7181619097296,1013.4090262066214,7.454595225675865,8.0,20.5,21.200054748243453,0,4,Yes
25,17.352353712417365,21.775168122315527,0.4,3.6,8.173150654529215,11,43.74495633053422,11,11,20.0,19.25504366946578,78.26176856208683,73.00672489262104,1020.2731506545292,1017.0228144098982,2.5033624463105206,4.0,19.400672489262103,21.00134497852421,0,8,Yes
27,24.128448613766178,30.798152178367438,0.8532015842672268,8.486205544935293,1.7431027724676469,7,36.1009881179958,7,2,17.53201584267227,21.100988117995797,75.63300396066806,67.98152178367437,1011.3550494058998,1008.8550494058998,7.0,8.0,26.773399207866387,28.56514821769937,0,12,Yes
14,7.228673077984734,19.559873626474737,0.0,4.0,7.6,10,39.0,12,10,4.0,22.0,62.80252747050527,37.70063186762631,1014.5503159338132,1006.6503159338131,1.2993681323736832,7.0,13.389810439712106,18.08917857208579,0,9,Yes
15,14.026652967332183,24.222154072946534,0.0,3.664076299397033,8.832038149698516,10,35.610770364732666,10,10,10.694614817633667,18.389229635267334,68.23653704408417,69.38922963526733,1021.1976140805574,1016.683844452901,3.694614817633666,4.458077773549501,20.63892296352673,21.586230372343568,0,8,Yes
9,12.326063301150329,21.2634684812375,0.0,3.1099241440697356,6.112759613803946,13,40.232278314161185,11,13,16.01417734867105,24.0,77.21810096549014,65.24645566283223,1016.3971645302659,1014.5464556628322,4.123227831416118,3.369683494248356,16.967721685838814,19.91417734867105,0,7,Yes
15,20.461469951345165,26.58453708725162,0.7077314563741908,1.4920140771935693,2.2384028154387137,2,30.11533567953226,3,1,7.692014077193569,7.230671359064523,69.96197888420964,82.0,1011.0499363833919,1009.4768056308775,7.0,7.0,25.765399296140323,24.919265024327416,0,10,Yes
22,12.865089704051298,29.358074995553153,0.018597058300370863,3.2557911749011126,5.620962502223424,15,60.81402941699629,14,13,13.092985291501854,28.13947793725278,59.32544852025649,38.46492645750927,1004.8674551479743,1001.5604404394762,1.32544852025649,4.092985291501854,21.672104412549444,27.230261031373608,0,8,Yes
27,19.78908962085357,30.178700470548723,0.0,5.72176509275602,9.9,10,52.16831132024388,2,4,8.579221699390306,23.41091037914643,60.74753301963418,57.08415566012194,1008.2692981123902,1005.1103891503049,1.0841556601219386,1.1683113202438773,27.98612924441459,28.736622640487752,0,11,Yes
8,-0.46204072276387864,17.843775594995233,0.0,2.392244909654515,8.705816317759114,13,32.961224548272575,9,13,2.038775451727424,19.864285918954014,79.94183682240886,39.883673644817726,1023.5116326355183,1018.7407142243138,1.0,2.0193877258637123,6.743775594995235,17.630204186890637,0,5,Yes
23,9.111140627645312,15.305211395502758,0.7405211395502758,1.4379154417988969,2.267295953703861,6,36.76577866960119,12,5,7.810422791005516,10.104227910055158,90.81042279100552,90.97394302248621,1034.0137463253966,1032.5921829067458,4.784365813491727,5.215634186508273,11.488859372354689,13.15354962830717,0,6,Yes
9,12.900323657691356,25.00873875766658,0.0,6.595468792321031,7.205502180753033,11,43.50809144228387,12,12,7.996763423086451,17.0,62.0,58.501618288456775,1014.0566349826728,1011.978865283279,4.990290269259353,7.501618288456775,20.75760595574684,23.51132801919742,0,11,Yes
19,12.71531451130491,20.743669351030196,1.1708870993132048,0.7708870993132046,3.4,5,28.858225801373592,14,6,9.85822580137359,15.283548397252819,84.28733870206038,62.85822580137359,1027.62570162636,1024.6973467866346,7.0,5.141774198626409,14.928354839725282,19.272024190755474,0,6,Yes
2,20.29980006970972,37.79814444573536,0.0,8.874222170585394,6.051955519409776,11,50.0371110852927,10,14,24.074222170585394,15.092777713231742,21.074222170585394,22.795889030890166,1008.9538110736744,1007.0389666395573,2.0185555426463484,7.0,26.751955519409776,35.596288891470735,0,2,Yes
26,18.108862822458175,23.064218105777382,0.0,4.367582989747936,1.942511662163731,7,37.28144247335211,12,8,9.83791494873968,10.966351160294442,80.70947873718492,82.29052126281508,1016.3831755801472,1013.7636021910506,7.128436211554761,7.29052126281508,20.26696707502119,21.554123453865714,0,3,Yes
9,7.054401730766992,15.96678140687941,0.0,2.98892713562647,3.2661280010099656,1,29.94463567813235,2,5,12.765474595140521,8.765474595140521,66.17262702429738,68.82083891700817,1022.0488652985803,1019.8439822722629,7.0,6.1172627024297395,10.230949190281043,11.682737297570261,0,8,Yes
11,11.28140537462962,20.829941442723765,0.0,6.976784533540268,3.4959009906636105,9,55.401171145524685,13,7,30.0,26.09590099066361,71.0,66.90409900933639,1011.8287702971991,1011.8778919380555,7.299414427237659,7.299414427237659,16.038360396265443,19.34128826007715,0,5,Yes
6,9.031155055394402,17.562806320335163,0.0,3.4247957864432252,1.6876021067783875,8,35.336056180757,0,3,10.41598595481075,16.212077248540872,64.46003511297312,70.29200702259462,1027.038827388119,1024.0432323039354,7.0,6.707992977405375,13.587602106778387,15.312397893221613,0,9,Yes
20,10.791708051155393,18.78700496613865,0.09566832204621574,3.234653423630274,6.691708051155393,14,54.0,11,15,12.82673288184863,33.0,69.91336644092432,61.04331677953784,1012.5566832204622,1008.339356508647,4.564975169306764,5.086633559075685,13.635210534224717,15.743873890132285,0,5,Yes
12,17.520433421734026,23.98278266754889,1.949798994419818,3.3757035195306373,4.749396983259454,9,36.87449748604954,11,9,11.25100502790091,15.0,92.06275125697523,76.12550251395045,1013.2062751256975,1014.2109422067537,8.0,7.0,18.389057793246412,21.664359301616685,1,2,Yes
2,17.643076609400556,28.454144254509085,0.0,10.763871230825341,5.976377343231953,11,52.05558272180717,12,15,9.027791360903585,24.12506112406613,65.05558272180717,33.98610431954821,1005.9513651184187,1004.0083374082711,0.0972697631625441,4.972208639096416,17.866699266168602,26.06387123082534,0,3,Yes
27,22.05095428246937,29.07515904707823,0.09936381168708647,4.845864775966062,9.475159047078229,5,36.4904571753063,6,3,19.25477141234685,28.0,65.23568576295945,59.24840952921772,1016.3012723766259,1012.7738866704524,4.0,6.006361883129135,25.55095428246937,28.000636188312914,0,5,Yes
16,8.747646943821389,10.093044538414583,0.0,2.794085825691111,0.42469798451208307,7,42.158267230487496,12,8,8.74260728211389,12.227821846341666,75.28696358943056,87.28696358943056,1018.4673052666259,1018.3525198308538,7.227821846341667,8.0,9.45251983085375,8.48417327695125,0,7,Yes
15,12.705737814582507,14.140778990101897,1.029303360936881,2.712089917189357,0.4203894950509485,10,34.70696639063119,9,8,13.0,14.706966390631191,89.91086134114067,70.76434453645626,1010.5579924338493,1011.4407789901019,6.662397061201528,6.662397061201528,12.952868907291254,13.111475629165016,0,9,Yes
25,25.59933505096239,32.145998594667134,0.454666354370474,3.982664480593318,5.208667759703341,9,32.45333645629526,3,2,10.09332708740948,15.36000936888578,78.0,70.72001873777157,1003.1113275558538,1000.0206602645947,7.0,7.0,28.590002342221446,31.05533130340808,0,2,Yes
28,9.220563088743056,18.581837058911834,0.35448882326449316,3.3680591170730687,7.6043849992493975,15,61.59081470544082,14,13,19.886222058161234,36.40918529455918,80.0,62.15970441463466,1016.4389336778614,1013.7684744131335,6.966074265478562,5.556888970919384,11.80459264727959,16.906785146904287,0,6,Yes
13,12.34662183983729,25.77589922791411,0.0,11.0225210677514,6.70900842710056,8,37.9774789322486,9,9,10.511260533875701,18.5112605338757,65.77815133468926,60.26689080081355,1010.4887394661243,1008.1511260533877,2.7105881314350486,5.4887394661243,19.533445400406773,21.889075667344624,0,11,Yes
23,11.79888828129871,18.85251807295239,1.1195553125194844,1.6804446874805157,3.708371302008643,7,37.96875,12,12,6.865925520865807,10.463702083463229,77.19555312519485,78.52518072952388,1012.3413340624415,1011.4742968228744,2.7318510417316144,7.0,16.01118401051084,17.645258489645034,0,5,Yes
25,8.656976058928098,19.64883662193837,0.020413458446727064,0.6816538337869082,4.179586541553273,11,22.816538337869083,11,12,11.0,11.20413458446727,91.69379812329909,76.59173083106546,1019.4612403753401,1017.4837211260206,4.448966353883183,4.551033646116817,13.136692332426184,18.559043351161733,0,5,Yes
27,22.587195720766672,30.10025561198058,0.6453262012777916,5.426119782427804,9.59679893019167,5,36.29065240255558,6,2,19.03201069808331,28.0,65.90396790575006,57.70934759744442,1016.3386684496805,1012.6322663100639,4.322663100638896,6.677336899361104,26.538924061661127,29.197054542172246,0,4,Yes
9,12.964617287953207,26.394316536958016,0.2,7.4146359688699235,1.1504086303482441,8,49.43090645913282,4,11,11.715453229566412,24.71545322956641,83.46749638130763,92.32113669260839,1015.0247956848259,1011.5276374163469,7.678863307391603,8.0,16.458116564214734,24.24106617508878,0,8,Yes
9,9.286304611814689,18.32927981459806,0.4554899652371362,1.257615110082402,2.735064936268083,11,37.96340023175242,4,11,7.481700115876213,19.27744982618568,77.03659976824757,50.96340023175242,1016.6393152259586,1012.70578512167,4.759149942061894,6.397874855154734,12.540259745072332,16.45914994206189,0,7,Yes
28,8.2,19.172549381437054,0.22079328218913927,1.6981303476396175,7.342407837446004,11,50.73597760729713,11,12,16.754674130900955,23.50934826180191,60.0,43.919972009121416,1017.6904246319732,1014.0367988803648,0.5519832054728482,1.4293202709233264,11.528271891630668,18.6536257516083,0,7,Yes
23,8.3762320421015,19.0,0.05565222382152659,2.1721738880892367,5.593333237675408,7,37.96875,8,13,6.046376853184605,6.231884265923028,83.72173888089236,70.46376853184606,1017.05884036344,1012.9211593495862,6.814492587261578,4.139130559553816,13.920579818279975,18.758260832133857,0,6,Yes
5,9.60405119179197,22.617057590765967,0.11056960029314389,6.922463768115942,8.534145599560285,11,47.788607994137124,11,14,19.44715199853428,26.211392005862876,77.44715199853428,55.130063989739966,1012.7788607994137,1009.2341455995603,1.4471519985342804,5.788607994137122,16.45446239457684,21.514620792085115,0,8,Yes
22,7.642035481444021,12.482194583751655,0.6441770310931295,3.4546196088259538,1.5589027081241726,4,55.389557422267174,5,4,23.22088515546565,31.0,78.46318580742239,72.85274322968957,1011.9223536860593,1012.6831327733199,5.65796451855598,6.1211503259783715,10.226371614844785,10.701203360080916,0,9,Yes
7,22.044003758871153,31.924031950404803,0.0,8.176015035484614,10.68399436169327,1,42.95986843950963,3,3,19.279981205644233,31.079793262086554,57.1600563830673,57.88007517742307,1012.8079323403192,1008.9519360991903,3.839943616932697,4.600093971778839,28.320018794355768,29.108026312098076,0,5,Yes
19,9.506194591876689,19.846902704061655,0.0,3.209735152801515,5.950443264986481,7,29.172567601541374,14,7,15.579648723391024,14.65486479691725,62.53097295938345,56.29645943907518,1025.31858377563,1023.2296459439075,2.5309729593834502,4.296459439075175,15.054424311414277,19.040708112184962,0,5,Yes
25,16.460937746346023,26.869591440902315,0.2,4.0,8.330408559097684,6,45.58714008631622,9,5,1.4783657636092662,19.412859913683782,73.41285991368379,65.7824513545861,1019.2304085590977,1017.1520427954885,1.0,3.0,21.269591440902314,26.28479572045116,0,3,Yes
26,18.180353612091945,24.194671758187074,0.6179798085644064,4.382020191435593,2.822752523929449,10,32.58556651133349,9,12,12.544949521411016,9.730302871533905,67.45505047858899,78.36515143576695,1009.9814646649877,1008.8730302871534,3.0,7.227525239294492,22.46714651889258,20.26714651889258,0,3,Yes
25,12.637699706011341,18.674866862659105,0.0,3.050266274681788,5.267252204914943,2,26.87433431329553,1,4,6.185835783238826,10.49733725318212,68.87433431329553,67.56283284335224,1019.3513313734089,1017.9141642167612,4.814164216761174,6.12566568670447,17.71911612768746,17.93115014699433,0,7,Yes
18,8.575474865883729,14.4030223524721,0.9724525134116273,2.262262567058136,7.375474865883727,5,56.0,9,4,14.724525134116272,20.209413371755772,87.86226256705814,57.58678770117441,1022.6047066858779,1020.2047066858779,5.5867877011744085,6.311312835290681,9.544343582354658,13.9030223524721,0,9,Yes
11,9.305741150030315,13.375226155542082,0.35045231108416375,2.813291544397287,7.472355580526924,14,66.56193461114479,14,14,27.09516347213801,32.752261555420816,56.780967305572396,57.50452311084164,1012.2181280722593,1011.4066457721987,5.342901916717193,5.438065388855205,11.230514994488235,11.737160766686877,0,7,Yes
28,11.548068892404327,24.064931051798975,0.0,3.540275792804098,7.623379298800683,9,50.0,11,3,14.844138007995447,29.610345019988614,53.07793099600228,71.11689649400341,1019.4467242629927,1016.3908966055968,1.0389654980011382,5.0779309960022765,20.972724151399202,19.145448302798407,0,9,Yes
18,14.339234157914397,26.200295175815217,0.0,5.950442763722825,8.051328291168474,9,35.49557236277175,13,5,15.749262060461959,17.501475879076082,52.12389309069294,43.377582788383144,1017.3876106909307,1015.7256641455842,2.6253689697690206,6.374631030230979,19.48761069093071,24.137463103023098,0,4,Yes
22,8.47196553213082,15.456217184485164,0.3451973562330517,2.305509914126056,5.911652974237817,6,43.84251652354342,10,7,14.411019828252112,24.0,62.84251652354342,55.33227809002383,1026.6411019828251,1025.9294490085874,3.647245042936972,5.9212582617717135,10.260312557893005,13.799366854014295,0,6,Yes
15,9.605479597319345,14.746171127737018,0.0,1.0205704257900565,0.07177182968397744,11,39.92342255474034,10,10,19.53828872262983,15.358859148419887,80.07657744525966,84.10285212895027,1019.853828872263,1017.9334831070541,7.0,7.0,12.392342255474034,13.297372531630938,0,6,Yes
9,9.88663457499804,24.23739639999759,0.0,7.291205524995325,10.227666387498417,14,45.835872749998494,14,12,23.835872749998494,24.164127250001506,58.24619087500226,54.26142737499322,1015.0313018000012,1012.9082063625001,5.917936374999246,4.246190875002262,21.44865006249585,21.84407911249857,0,10,Yes
13,5.98610826125943,18.723708587193222,0.0,3.346957536250449,7.634787681252245,11,54.663030796869386,11,11,25.193455434364896,38.204363043756736,70.92824311561714,45.397818478121636,1010.5232489490572,1006.3702064853077,4.602181521878368,6.668484601565306,12.870666123443673,17.770666123443675,0,8,Yes
10,7.177772317544319,20.424239445933264,0.0,2.436359168899897,5.7,10,41.58586851355579,10,10,14.764311418925963,16.292934256777894,53.0,79.88215570946298,1016.4296287195907,1012.6774370236315,0.7070657432221077,7.882155709462982,15.68922145268509,13.3599280270073,0,9,Yes
10,6.600439862299944,16.85244956566477,0.0,2.2355528601764374,6.8,8,52.119975741587936,11,8,21.119975741587936,28.471105720352874,74.64887002123507,55.76444713982356,1014.7053389936295,1010.4546488771645,6.235552860176437,4.0,12.170225995752988,15.887562563541263,0,7,Yes
22,8.259573096564337,15.220116428209726,0.0,2.799223811935157,2.5201164282097266,8,38.277924889014535,6,3,4.098641670886524,13.0,63.0,66.49902976491894,1009.3706015457502,1005.2297865482822,6.0,4.599611905967579,10.519340240144883,13.529786548282168,0,6,Yes
2,20.43699381876746,34.366575154530814,0.0,9.401098145630236,6.565477008900577,10,55.32875772654068,10,11,23.336993818767457,23.994509271848816,58.99450927184881,30.0,1010.8408373284733,1007.0731640283122,5.997254635924408,6.0,25.1353466003221,33.466575154530815,0,6,Yes
11,-1.605136209317245,13.295653976731561,0.09960490697559654,1.2988147209267897,5.657309220951464,14,22.996049069755966,4,15,3.486171744145879,10.003950930244034,92.97629441853579,49.0,1021.8055313023417,1017.2573092209515,4.996049069755966,5.498024534877983,2.498024534877983,12.24545643021936,0,5,Yes
20,9.826231051207206,19.22330221794337,0.0,6.133955641132564,10.736884474396398,10,31.16511089716859,11,6,16.06791128226513,21.300933461698847,52.69906653830115,45.76697782056628,1023.1330221794337,1021.8631155256036,2.3981330766023046,1.2330221794337175,14.80386229496268,18.269906653830116,0,9,Yes
15,17.881092851330784,29.16838294622362,0.0,8.626050646180428,0.43224788974248224,13,46.644957794849645,12,8,26.0,21.355042205150355,47.67752110257518,37.25735228197375,1017.9133407410733,1014.4745801897857,7.0,7.322478897424822,22.73907596927064,27.332878725708586,0,3,Yes
23,11.559600215908835,18.80776386208651,0.0,3.0220362458679073,7.359600215908836,6,44.555090614669766,11,7,17.0,26.88981877066046,64.03672707644651,56.11018122933954,1025.8403997840912,1024.7885634302688,3.0,6.036727076446512,14.260018662706045,17.54123667768558,0,5,Yes
25,6.407191422445983,18.45183640531383,0.07635802913420575,3.4563888688960738,7.805586315346166,13,42.039559164796316,7,12,0.0,27.3362655098486,93.80910492716448,61.52716058268412,1011.8208488131927,1006.5590278277599,5.1681327549243,4.977237682088786,10.129953740357198,17.170925912597383,0,9,Yes
