Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Total_Promotions,Children_Number,Total_Spent,Total_Purchases
1,0,46102.0,14,0,1,0,0,1,1,1,0,2,7,0,60,0,3,16,3
1,0,84574.0,387,20,713,38,54,163,1,9,11,11,5,0,70,0,0,1375,31
1,1,56181.0,121,103,69,8,44,48,1,4,2,7,4,0,60,0,1,393,13
2,0,63120.0,965,69,279,54,41,69,5,8,4,9,7,0,72,0,1,1477,21
1,1,73691.0,707,21,250,85,43,73,2,6,2,8,2,0,51,1,1,1179,16
1,1,63381.0,571,50,142,33,50,159,4,4,5,13,2,0,62,0,1,1005,22
2,1,76140.0,586,66,653,17,0,26,1,5,9,6,2,0,74,0,0,1348,20
2,0,62859.0,1063,89,102,16,12,25,4,9,4,6,6,0,63,0,1,1307,19
1,0,45906.0,305,3,27,4,3,144,2,5,4,4,5,0,58,1,1,486,13
2,1,77632.0,1200,105,758,0,42,147,1,4,2,6,2,0,75,2,0,2252,12
2,1,46463.0,163,2,40,8,11,11,7,3,1,6,6,0,51,0,2,235,10
1,1,105471.0,1009,181,104,202,21,207,0,9,8,13,3,0,52,2,0,1724,30
2,0,55282.0,125,6,73,8,4,19,1,3,1,6,4,0,52,0,1,235,10
2,1,78710.0,721,0,152,119,50,50,3,7,6,12,4,0,45,0,1,1092,25
1,1,66886.0,315,4,62,41,31,146,2,7,1,7,5,0,64,0,1,599,15
2,0,98777.0,1000,19,711,125,115,38,0,4,6,9,1,0,62,1,0,2008,19
1,1,29103.0,16,0,17,6,3,6,2,1,0,3,9,0,37,0,1,48,4
1,1,67445.0,757,80,217,29,80,11,5,9,6,12,6,0,48,0,1,1174,27
2,1,50616.0,30,2,25,0,1,9,1,1,1,4,2,0,72,0,1,67,6
1,0,49431.0,219,3,100,26,0,17,2,7,1,5,8,0,67,0,1,365,13
1,0,153924.0,1,1,1,1,1,1,0,0,0,0,0,0,47,0,0,6,0
1,1,61278.0,111,3,28,2,6,15,2,3,1,4,6,0,69,0,1,165,8
0,1,26490.0,45,47,52,21,20,25,2,3,1,5,6,0,64,0,0,210,9
2,1,73059.0,410,112,420,0,82,71,1,9,3,13,4,0,75,0,1,1095,25
2,0,46734.0,100,1,39,6,1,76,4,3,2,3,6,0,56,1,3,223,8
1,1,56253.0,509,0,65,7,11,5,4,7,2,9,6,0,59,0,1,597,18
1,1,19986.0,3,6,5,0,2,6,1,0,0,3,7,0,37,0,1,22,3
1,0,58330.0,445,53,213,104,98,151,1,6,4,13,4,0,47,0,1,1064,23
0,1,25965.0,2,2,11,41,7,11,1,2,0,3,8,0,42,0,0,74,5
2,1,14661.0,4,1,11,6,2,2,1,1,0,3,6,0,66,0,0,26,4
1,1,18690.0,6,1,7,23,4,19,1,1,1,2,8,0,63,0,0,60,4
2,1,45068.0,14,0,3,0,0,3,1,1,0,2,7,0,48,0,1,20,3
0,0,21063.0,1,10,11,19,3,15,2,2,0,3,6,0,35,0,1,59,5
2,1,29187.0,26,0,6,0,0,2,1,1,0,3,8,0,54,0,1,34,4
0,1,54690.0,111,16,37,7,9,18,3,3,1,5,3,0,51,0,2,198,9
2,1,59304.0,418,61,428,80,51,10,3,7,8,10,5,0,58,0,1,1048,25
2,0,59247.0,327,9,122,19,14,83,5,5,2,9,6,0,60,0,2,574,16
1,0,66731.0,371,159,194,58,106,141,4,4,3,6,3,0,52,0,1,1029,13
1,1,77353.0,275,59,107,69,101,59,2,6,4,8,4,0,42,0,1,670,18
2,0,52614.0,789,0,142,12,9,38,2,2,4,8,8,0,47,0,1,990,14
1,1,26751.0,1,1,5,0,3,1,1,1,0,2,8,0,48,0,2,11,3
2,1,81300.0,1004,12,145,32,12,36,3,10,3,5,5,0,59,1,1,1241,18
1,0,70337.0,187,81,149,25,43,91,1,2,2,12,1,0,43,0,0,576,16
0,1,36145.0,56,4,76,17,1,18,4,4,1,3,9,0,37,1,1,172,8
2,0,65295.0,365,32,117,34,110,6,1,3,3,13,2,0,42,0,0,664,19
1,0,68118.0,595,23,123,10,23,154,2,8,9,4,6,0,59,0,1,928,21
1,0,68743.0,1132,134,384,175,134,115,1,11,5,13,7,0,55,0,0,2074,29
0,1,41039.0,34,11,137,179,61,45,1,8,1,5,8,0,40,0,0,467,14
1,1,38946.0,116,6,82,6,6,41,2,3,1,6,5,0,67,0,1,257,10
1,1,65777.0,565,32,435,28,32,54,1,2,8,6,1,0,55,0,0,1146,16
2,0,66476.0,372,18,126,47,48,78,2,5,2,11,4,0,46,0,1,689,18
2,0,86857.0,899,102,838,133,102,40,1,5,6,10,2,0,50,0,0,2114,21
2,1,160803.0,55,16,1622,17,3,4,15,0,28,1,0,0,40,0,0,1717,29
2,1,77845.0,760,40,480,0,40,26,1,3,5,12,1,0,33,2,0,1346,20
2,1,69476.0,260,86,559,63,9,67,1,4,6,4,2,0,53,0,0,1044,14
2,0,50611.0,459,0,24,6,0,4,6,4,5,7,6,0,62,1,1,493,16
1,0,61209.0,466,0,224,119,49,99,1,5,3,4,2,0,52,0,0,957,12
2,1,42315.0,67,15,80,17,11,80,3,1,4,4,3,0,64,0,1,270,9
0,1,13084.0,2,0,7,3,7,10,1,1,0,3,6,0,70,0,0,29,4
2,0,47570.0,67,1,20,0,2,31,3,2,2,2,7,0,73,0,2,121,6
2,1,61923.0,92,4,18,3,3,6,1,2,1,4,3,0,61,0,2,126,7
1,0,34824.0,4,2,11,2,0,4,1,1,0,2,6,0,27,0,0,23,3
2,0,26518.0,20,1,28,3,3,2,3,2,0,3,8,0,73,0,2,57,5
1,0,45938.0,273,11,178,62,83,29,2,8,4,6,6,0,61,0,0,636,18
1,1,78468.0,434,22,388,104,22,34,1,10,7,10,4,0,62,1,0,1004,27
1,0,78901.0,321,11,309,33,26,34,3,9,3,5,4,0,49,0,1,734,17
1,1,71427.0,212,123,177,15,64,23,2,8,2,8,4,0,44,0,2,614,18
1,0,71022.0,909,12,278,0,12,242,3,5,2,11,8,0,44,1,1,1453,18
2,0,90247.0,1184,32,352,21,16,16,1,3,4,7,1,0,34,3,0,1621,14
2,0,41335.0,112,19,21,16,14,5,3,4,1,4,7,0,54,0,1,187,9
1,1,71952.0,656,80,455,52,107,93,2,8,4,8,4,0,36,2,1,1443,20
2,0,35682.0,23,0,8,6,2,18,1,1,1,3,2,0,52,0,1,57,5
1,0,43185.0,537,6,42,16,6,30,2,9,3,6,8,0,71,0,1,637,18
2,1,66375.0,712,0,45,0,0,191,3,2,4,5,7,0,74,1,1,948,11
2,1,35178.0,23,1,13,2,2,18,1,1,1,2,7,0,51,1,1,59,4
1,1,25252.0,1,3,4,2,2,6,1,1,0,2,8,0,36,0,1,18,3
2,0,55250.0,664,58,83,32,0,66,4,7,5,10,5,0,57,0,1,903,22
1,0,33249.0,6,10,21,19,14,42,2,2,1,3,6,0,47,0,1,112,6
1,1,58398.0,299,5,201,21,21,49,3,5,4,8,4,0,69,0,0,596,17
1,1,50272.0,99,13,66,43,8,4,3,4,1,5,7,0,40,0,1,233,10
2,1,76618.0,749,40,294,121,160,147,1,3,2,5,1,0,47,0,0,1511,10
0,0,87305.0,345,25,501,63,138,80,1,5,3,8,2,0,62,1,0,1152,16
1,1,25851.0,9,4,18,7,5,5,2,2,0,3,7,0,44,0,1,48,5
1,0,58710.0,440,81,368,0,122,174,6,11,5,9,6,0,52,0,1,1185,25
1,0,45160.0,8,2,5,3,0,3,1,1,0,2,7,0,64,0,2,21,3
2,1,74806.0,670,9,249,0,28,9,2,5,4,5,4,0,57,0,1,965,14
1,1,59111.0,524,0,134,28,28,155,1,11,1,8,7,0,68,0,0,869,20
2,1,18988.0,6,0,6,2,1,1,2,1,0,3,7,0,38,0,1,16,4
1,1,72190.0,597,166,597,172,166,249,1,5,6,4,3,0,57,0,0,1947,15
1,1,7500.0,7,0,12,13,7,32,5,4,1,2,9,0,46,1,1,71,7
1,1,44794.0,54,0,7,0,0,4,1,2,0,3,6,0,56,0,1,65,5
1,1,80395.0,445,25,706,80,76,48,1,6,5,12,2,0,67,1,0,1380,23
2,0,75012.0,294,142,218,164,58,151,1,3,8,11,1,0,46,0,0,1027,22
2,1,56962.0,292,3,77,10,3,26,7,6,3,5,7,0,57,0,3,411,14
1,1,89891.0,412,22,132,59,28,183,1,11,6,8,4,0,31,1,0,836,25
2,0,35946.0,8,0,3,0,0,0,1,0,0,3,5,0,73,0,2,11,3
2,1,53593.0,349,4,78,6,0,43,8,7,2,6,8,0,69,0,2,480,15
1,1,66373.0,328,9,124,12,24,109,7,4,2,10,3,0,44,0,2,606,16
2,0,45072.0,144,2,99,7,2,30,5,6,1,4,8,0,74,0,3,284,11
1,0,89694.0,1126,28,211,37,28,42,3,4,3,4,5,0,49,3,2,1472,11
1,1,72025.0,967,0,617,43,50,0,1,4,8,13,2,0,73,3,0,1677,25
1,1,67432.0,432,79,341,177,136,170,2,8,5,4,4,0,49,0,1,1335,17
2,1,70545.0,138,39,63,55,18,21,1,4,1,7,2,0,70,0,1,334,12
0,1,17487.0,0,0,1,7,4,6,1,1,0,2,7,0,33,0,1,18,3
1,1,62882.0,509,133,497,78,24,97,2,7,5,6,4,0,53,0,1,1338,18
2,0,64108.0,948,10,86,13,21,21,4,6,9,11,5,0,69,0,1,1099,26
2,1,34941.0,39,2,25,4,3,24,2,3,0,3,8,0,66,0,2,97,6
2,0,48767.0,28,1,21,3,0,10,3,2,1,3,5,0,72,0,3,63,6
0,1,38702.0,13,11,24,13,8,40,2,3,0,4,6,0,44,0,1,109,7
1,1,82224.0,307,26,360,138,31,40,1,6,9,5,3,0,58,1,0,902,20
1,1,83844.0,901,31,345,75,31,191,1,4,4,11,1,0,70,1,0,1574,19
0,1,17003.0,2,5,12,4,8,7,3,2,0,4,5,0,47,0,1,38,6
1,0,71163.0,283,17,372,138,106,44,1,3,8,12,1,0,27,0,0,960,23
1,0,33697.0,4,3,7,0,3,11,1,1,0,2,7,0,52,1,1,28,3
0,1,63564.0,769,80,252,15,34,65,1,10,10,7,6,0,68,1,0,1215,27
2,1,83443.0,518,42,742,55,56,84,1,6,10,5,2,0,50,0,0,1497,21
2,1,51518.0,350,8,66,17,4,4,2,3,2,10,3,0,64,0,1,449,15
1,0,58330.0,445,53,213,104,98,151,1,6,4,13,4,0,47,0,1,1064,23
1,1,80952.0,778,178,689,41,27,44,1,8,5,11,8,0,53,3,0,1757,24
1,1,75507.0,709,93,374,104,80,80,1,8,6,6,3,0,43,0,0,1440,20
0,1,63855.0,359,35,314,93,116,89,1,7,3,13,4,0,44,0,0,1006,23
2,1,62220.0,799,12,375,16,12,12,5,7,6,5,6,0,50,0,1,1226,18
1,1,58512.0,895,10,101,13,0,152,5,3,4,8,8,0,58,0,1,1171,15
2,1,40662.0,40,2,23,0,4,23,2,2,1,3,4,0,43,0,1,92,6
2,1,38829.0,76,0,7,0,0,16,1,3,2,2,5,0,63,0,1,99,7
0,1,35523.0,11,5,22,12,5,11,2,3,0,3,7,0,41,0,1,66,6
1,0,79146.0,245,16,223,21,43,16,2,8,1,8,6,0,55,0,2,564,17
2,1,78285.0,647,107,391,175,67,40,1,6,4,10,3,0,34,0,0,1427,20
2,0,31626.0,39,1,9,2,1,34,1,2,1,2,7,0,44,1,1,86,5
1,0,75127.0,203,35,305,46,17,227,1,2,11,5,1,0,70,0,0,833,18
1,1,48726.0,138,3,38,4,0,59,3,3,2,4,6,0,67,0,1,242,9
1,1,74985.0,587,51,898,247,0,86,1,3,6,7,2,0,45,0,0,1869,16
1,1,67430.0,595,97,291,127,133,121,1,11,5,12,6,0,35,0,0,1364,28
0,1,46891.0,43,12,23,29,15,61,1,2,1,4,4,0,57,0,1,183,7
2,1,62058.0,301,7,74,10,0,58,4,6,1,7,6,0,66,0,1,450,14
1,1,72063.0,180,32,348,76,32,90,2,5,2,12,2,0,43,0,1,758,19
2,1,78939.0,794,115,243,150,0,205,1,8,5,6,3,0,71,0,0,1507,19
1,0,42720.0,392,5,91,28,26,112,8,7,3,7,8,0,57,0,2,654,17
1,1,33622.0,39,1,22,3,4,12,3,2,0,4,7,0,50,0,2,81,6
2,1,6835.0,107,2,12,2,2,12,0,0,0,1,20,0,65,0,1,137,1
1,1,41452.0,13,0,3,0,0,0,1,1,0,2,7,0,69,0,2,16,3
2,0,40760.0,70,0,17,0,0,6,2,2,1,3,6,0,57,0,1,93,6
2,1,74250.0,680,11,392,75,0,0,1,2,11,4,1,0,64,0,0,1158,17
2,0,51124.0,26,1,11,0,1,4,2,1,0,3,3,0,67,0,2,43,4
1,0,72258.0,522,0,522,227,120,134,2,6,9,5,2,0,51,0,1,1525,20
2,0,71466.0,412,12,546,78,182,0,1,4,4,10,1,0,48,0,0,1230,18
1,1,36283.0,6,5,5,8,0,5,2,1,0,3,4,0,46,0,2,29,4
1,0,20587.0,2,3,6,4,1,9,1,1,1,2,7,0,52,0,1,25,4
1,1,30467.0,1,3,8,2,5,5,1,1,0,2,7,0,50,0,1,24,3
1,1,31590.0,6,2,15,6,6,3,1,1,0,3,8,0,50,0,1,38,4
0,1,20425.0,4,12,5,3,16,17,2,2,0,3,7,0,36,0,1,57,5
2,1,17144.0,18,2,19,0,2,6,5,3,0,4,7,0,62,0,2,47,7
2,0,42564.0,324,48,186,39,18,198,6,6,8,4,7,0,54,1,1,813,18
2,1,43783.0,327,9,125,25,4,139,6,7,1,8,7,0,44,1,1,629,16
1,0,40780.0,229,27,71,13,3,34,4,7,1,5,9,0,46,0,1,377,13
2,1,62847.0,521,168,706,80,76,61,1,3,6,4,2,0,77,0,0,1612,13
2,1,82017.0,184,23,446,30,23,23,1,5,4,7,2,0,65,3,0,729,16
1,0,16813.0,4,8,11,12,2,13,1,2,0,3,7,0,72,1,0,50,5
1,1,51267.0,183,2,64,7,2,12,4,3,3,5,4,0,44,0,2,270,11
1,0,46524.0,31,19,35,26,14,52,2,1,1,5,3,0,61,0,1,177,7
2,0,45183.0,219,3,60,12,9,12,1,4,1,7,7,0,60,1,0,315,12
2,1,70421.0,479,28,136,75,14,35,3,10,3,7,6,0,68,0,1,767,20
0,0,60161.0,584,44,212,46,8,177,3,11,4,8,8,0,57,0,1,1071,23
1,1,73926.0,627,91,597,159,91,15,1,6,5,12,3,0,49,0,0,1580,23
1,1,19329.0,24,1,16,12,2,5,3,4,0,3,8,0,54,0,1,60,7
2,1,61872.0,330,5,159,36,27,16,4,4,4,9,4,0,52,0,1,573,17
1,0,46984.0,19,1,10,2,1,8,1,1,0,3,5,0,66,0,2,41,4
1,1,34838.0,28,23,29,29,14,47,3,2,1,4,6,0,71,0,2,170,7
2,0,82716.0,606,148,228,15,148,22,1,6,8,13,2,0,78,0,0,1167,27
1,1,48192.0,1039,43,204,153,58,29,3,2,8,12,8,0,64,3,0,1526,22
2,1,49681.0,411,0,26,0,0,21,6,7,1,7,7,0,46,0,2,458,15
2,1,56850.0,34,1,19,2,7,0,1,1,1,3,2,0,51,0,1,63,5
1,1,55267.0,161,28,136,32,3,45,4,3,4,6,3,0,65,0,1,405,13
1,1,59666.0,623,53,178,23,17,133,7,3,2,8,8,0,50,1,2,1027,13
1,0,72504.0,604,26,470,123,161,94,2,5,9,6,2,0,50,0,1,1478,20
1,1,26872.0,3,10,8,3,16,32,1,1,1,2,6,0,41,0,0,72,4
1,0,21359.0,12,2,17,6,1,10,2,2,0,3,8,0,50,0,1,48,5
1,0,73170.0,184,174,256,50,30,32,1,5,4,6,2,0,47,0,0,726,15
2,1,52750.0,393,0,239,90,69,69,6,5,7,9,4,0,67,0,1,860,21
2,1,91820.0,410,73,747,76,161,30,0,5,5,12,1,0,36,0,0,1497,22
2,1,65968.0,376,9,83,19,4,4,2,5,4,7,3,0,52,0,1,495,16
1,1,30772.0,7,2,4,2,1,4,1,1,0,2,6,0,46,0,2,20,3
1,0,22507.0,68,0,226,51,157,68,3,10,2,4,9,0,68,0,0,570,16
1,1,65685.0,642,14,49,0,7,57,1,9,2,9,5,0,50,0,1,769,20
0,1,25804.0,8,7,9,13,6,12,2,2,0,3,8,0,44,0,1,55,5
2,0,76412.0,840,53,804,23,71,17,1,5,4,8,3,0,42,2,0,1808,17
1,1,22063.0,7,10,13,3,11,11,2,2,0,3,7,0,50,0,1,55,5
1,0,57091.0,464,5,64,7,0,37,1,7,3,7,5,0,61,1,0,577,17
1,1,22419.0,30,3,47,19,21,42,1,3,2,2,8,0,59,0,0,162,7
1,1,87771.0,1492,38,287,50,57,33,1,5,10,4,6,0,63,4,1,1957,19
0,0,78353.0,752,122,476,39,153,34,1,10,2,11,8,0,63,0,1,1576,23
1,1,93404.0,1279,15,287,20,0,15,3,3,4,7,5,0,68,2,3,1616,14
1,0,37859.0,22,1,8,2,1,2,2,1,0,3,8,0,60,0,3,36,4
2,0,80995.0,860,28,409,73,56,56,1,8,9,4,4,0,64,0,1,1482,21
1,1,16529.0,3,0,5,13,0,1,1,1,0,3,6,0,38,0,1,22,4
2,0,55412.0,10,5,28,11,1,8,1,2,0,3,5,0,46,0,2,63,5
1,0,48789.0,351,16,156,7,5,145,1,6,4,7,6,0,30,0,0,680,17
2,1,56575.0,421,5,90,0,16,10,3,7,3,7,5,0,55,0,2,542,17
0,1,25130.0,2,5,7,0,18,18,2,2,0,3,7,0,42,0,1,50,5
1,1,35441.0,25,1,9,2,1,1,2,1,0,3,8,0,55,0,2,39,4
1,1,71391.0,336,123,274,46,123,141,5,6,5,12,3,0,66,0,1,1043,23
2,0,49494.0,191,9,97,0,6,82,2,6,1,5,7,0,50,0,1,385,12
1,0,81702.0,563,50,774,28,31,187,1,7,7,12,3,0,42,0,0,1633,26
0,0,45889.0,31,0,6,0,1,8,1,1,0,3,6,0,42,0,1,46,4
1,0,56628.0,479,5,82,7,17,171,2,7,6,5,5,0,45,1,1,761,18
1,1,34026.0,18,6,15,12,8,17,3,2,1,3,5,0,72,0,2,76,6
1,1,40049.0,91,65,52,10,44,28,3,3,2,6,5,0,48,0,1,290,11
1,0,34176.0,5,7,24,19,14,20,4,3,0,4,6,0,34,0,1,89,7
1,1,19419.0,2,14,28,16,3,7,4,4,0,3,9,0,41,0,1,70,7
0,1,82504.0,362,50,431,134,35,54,1,3,6,7,1,0,62,0,0,1066,16
1,1,81205.0,724,74,929,97,55,130,1,5,6,7,2,0,52,3,0,2009,18
0,0,61618.0,605,91,399,0,45,205,2,3,6,8,3,0,31,0,0,1345,17
2,0,55284.0,547,7,140,0,7,63,3,7,5,8,5,0,66,0,1,764,20
1,0,49980.0,104,1,54,13,9,14,2,3,1,5,5,0,59,0,1,195,9
1,1,15072.0,8,2,15,0,10,18,4,3,1,3,5,0,42,0,2,53,7
1,0,49166.0,224,2,25,7,0,110,2,5,3,3,6,0,48,0,1,368,11
2,1,65324.0,384,0,102,21,32,5,3,6,2,9,4,0,68,0,1,544,17
0,1,82347.0,556,54,845,202,133,63,1,7,7,10,3,0,65,2,0,1853,24
2,1,30843.0,24,0,2,0,0,9,2,1,1,2,5,0,56,1,2,35,4
2,1,46374.0,408,0,21,0,0,17,3,7,1,7,8,0,48,2,1,446,15
1,0,60474.0,265,199,303,234,9,170,7,10,2,12,7,0,43,0,1,1180,24
2,1,38576.0,34,0,7,0,0,0,1,1,0,3,7,0,49,0,1,41,4
1,1,55357.0,374,64,116,84,25,64,3,6,2,11,5,0,37,0,2,727,19
1,1,37758.0,27,2,10,0,0,1,2,1,0,3,8,0,56,0,2,40,4
0,1,85710.0,600,20,350,29,30,33,1,6,9,10,2,0,33,1,0,1062,25
1,1,23228.0,13,2,18,6,1,0,2,2,0,3,8,0,53,0,1,40,5
2,1,44602.0,167,2,89,0,0,34,6,6,1,4,8,0,53,0,2,292,11
1,1,7500.0,0,2,3,4,1,5,1,0,0,3,6,0,35,0,0,15,3
0,1,38683.0,46,35,69,84,41,66,6,4,1,6,7,0,33,0,1,341,11
0,0,49514.0,88,39,78,58,13,93,2,6,1,4,7,0,47,0,1,369,11
2,1,57906.0,243,11,119,10,3,15,3,4,2,8,4,0,49,0,1,401,14
2,0,43456.0,275,11,68,25,7,7,3,5,1,8,5,0,56,0,1,393,14
2,0,19485.0,6,0,4,0,0,0,1,1,0,2,7,0,36,0,2,10,3
1,1,53172.0,121,62,90,68,20,125,3,2,3,8,3,0,44,0,1,486,13
1,1,30545.0,4,12,15,19,7,12,2,2,0,3,7,0,43,0,1,69,5
2,1,70123.0,1308,0,396,23,0,0,1,5,7,4,3,0,39,2,0,1727,16
1,0,62450.0,515,47,267,62,66,38,2,5,5,4,3,0,63,1,1,995,14
1,1,21675.0,4,0,16,17,4,4,3,4,0,3,7,0,46,0,1,45,7
0,0,42395.0,48,13,57,24,15,25,4,3,1,4,7,0,41,0,2,182,8
2,1,61346.0,562,58,168,43,16,142,1,5,7,10,3,0,44,0,1,989,22
1,1,80812.0,769,22,500,210,143,33,1,4,8,5,2,0,69,3,0,1677,17
2,0,42835.0,379,4,93,12,9,98,7,6,6,4,6,0,51,0,2,595,16
1,1,39922.0,29,12,59,19,1,36,2,3,0,4,8,0,39,0,1,156,7
2,0,86424.0,387,68,569,89,45,68,1,6,9,12,1,0,66,0,0,1226,27
0,1,17117.0,12,23,38,30,18,7,4,3,1,3,9,0,44,0,1,128,7
1,0,24762.0,6,10,12,3,15,40,3,3,1,2,8,0,50,1,1,86,6
1,1,35797.0,27,1,14,4,1,21,2,2,0,3,8,0,47,0,1,68,5
1,0,36627.0,9,1,5,0,0,1,1,0,0,3,5,0,47,0,2,16,3
0,1,51111.0,22,0,19,6,5,3,2,2,0,3,6,0,41,0,2,55,5
2,0,86857.0,899,102,838,133,102,40,1,5,6,10,2,0,50,0,0,2114,21
2,1,82072.0,889,55,685,168,92,129,1,3,2,13,1,0,52,0,0,2018,18
2,0,46231.0,189,2,55,0,5,12,4,6,1,4,9,0,69,0,3,263,11
1,1,42243.0,48,0,2,0,0,5,2,2,0,3,7,0,63,0,2,55,5
1,1,51195.0,230,14,156,82,24,58,8,9,2,5,8,0,60,0,2,564,16
2,0,68092.0,852,60,207,78,36,48,2,2,6,10,5,0,44,0,0,1281,18
1,1,31814.0,35,3,20,4,1,20,2,2,0,3,9,0,49,1,1,83,5
2,0,51390.0,205,20,47,23,2,56,6,5,2,5,5,0,57,0,2,353,12
1,1,76630.0,255,31,446,40,56,175,1,3,10,11,1,0,39,0,0,1003,24
0,0,26868.0,0,0,1,8,3,2,1,1,0,2,7,0,31,0,1,14,3
2,0,48948.0,437,8,206,160,49,42,2,7,10,5,6,0,79,1,0,902,22
2,0,55260.0,825,8,53,11,0,242,2,8,10,5,6,0,50,0,1,1139,23
1,1,64090.0,316,58,161,76,51,135,1,6,9,4,5,0,66,0,1,797,19
1,0,78331.0,756,138,354,160,169,61,2,10,6,7,4,0,64,0,1,1638,23
2,1,37087.0,194,55,134,15,0,3,3,4,2,8,6,0,48,0,1,401,14
1,0,21846.0,7,17,18,6,10,26,4,4,0,3,8,0,36,0,1,84,7
1,1,81320.0,183,33,493,59,103,57,1,4,3,10,2,0,64,0,0,928,17
1,0,54137.0,171,0,11,0,1,20,2,4,1,4,6,0,52,0,1,203,9
1,1,66825.0,243,101,405,29,40,40,1,4,5,6,2,0,55,0,0,858,15
1,1,57100.0,181,21,69,39,3,96,1,3,3,6,3,0,49,0,0,409,12
1,1,58917.0,151,7,89,0,7,28,5,4,1,6,5,0,53,0,3,282,11
1,0,85072.0,494,92,391,194,11,241,1,3,4,10,0,0,45,0,0,1423,17
1,0,86429.0,464,28,873,29,18,37,0,7,4,7,2,0,61,1,0,1449,18
1,0,45684.0,5,1,5,10,0,7,1,1,0,2,7,0,51,0,1,28,3
1,1,47889.0,29,0,29,0,5,4,1,2,0,3,5,0,48,0,1,67,5
2,1,45921.0,102,9,49,24,3,12,1,2,1,6,4,0,36,0,0,199,9
2,0,78420.0,604,28,674,91,28,28,1,3,10,8,1,0,56,0,0,1453,21
1,1,75114.0,571,12,523,63,60,24,1,3,10,5,2,0,30,0,0,1253,18
2,0,52278.0,953,0,71,0,0,174,6,10,5,10,8,0,59,0,1,1198,25
2,1,35641.0,63,3,67,8,9,28,2,3,1,4,7,0,50,0,1,178,8
1,0,95529.0,770,29,890,250,27,24,1,7,3,7,3,0,28,1,0,1990,17
1,1,62820.0,398,61,265,138,61,53,1,3,4,6,1,0,68,0,0,976,13
2,1,73113.0,741,19,154,50,9,28,1,3,4,7,2,0,62,0,0,1001,14
2,1,84169.0,1478,19,403,0,19,0,1,7,6,6,3,0,40,2,0,1919,19
0,0,42607.0,156,29,56,30,32,47,2,3,2,7,3,0,68,0,1,350,12
2,0,74637.0,960,64,464,146,0,16,1,6,9,9,3,0,68,1,0,1650,24
2,1,46015.0,38,0,2,0,0,6,1,1,0,3,7,0,67,2,2,46,4
1,0,72354.0,315,26,473,220,12,182,1,2,10,6,1,0,29,0,0,1228,18
2,0,39858.0,15,20,25,2,7,26,1,2,0,4,6,0,53,0,1,95,6
2,1,34469.0,19,6,20,0,5,12,3,1,1,4,4,0,74,0,2,62,6
1,1,83033.0,812,99,431,237,149,33,1,11,4,10,5,0,36,1,1,1761,25
2,1,24401.0,73,28,217,10,24,115,3,6,1,6,8,0,43,0,0,467,13
1,1,77583.0,372,23,384,250,12,108,1,4,5,9,2,0,44,1,0,1149,18
0,0,74116.0,871,111,704,145,55,166,1,4,4,10,2,0,40,1,0,2052,18
1,0,74293.0,375,152,335,93,91,81,1,5,4,6,2,0,29,0,0,1127,15
2,1,68397.0,760,80,466,17,13,80,1,6,9,5,3,0,46,0,1,1416,20
2,1,79632.0,471,0,510,99,21,12,1,6,4,9,2,0,48,0,0,1113,19
1,0,46107.0,31,9,27,16,9,33,1,1,1,4,3,0,33,0,1,125,6
2,0,64950.0,819,0,72,12,0,63,2,11,2,10,7,0,71,1,1,966,23
0,1,25443.0,1,4,3,8,9,7,1,1,0,3,8,0,33,0,1,32,4
1,0,75127.0,203,35,305,46,17,227,1,2,11,5,1,0,70,0,0,833,18
2,1,32892.0,26,0,15,2,1,2,2,3,0,3,8,0,51,0,1,46,6
1,1,71796.0,354,21,311,167,75,32,1,9,3,4,4,0,51,0,0,960,16
2,1,67536.0,1253,0,447,23,71,35,3,11,5,11,8,0,52,1,1,1829,27
1,0,55239.0,371,17,238,23,24,106,3,7,5,11,5,0,51,0,1,779,23
2,0,60554.0,588,7,76,110,15,15,2,8,4,9,6,0,47,0,1,811,21
0,0,64831.0,480,86,249,75,86,144,8,6,3,5,6,0,70,0,2,1120,14
2,1,56067.0,517,12,54,16,6,120,2,7,4,7,5,0,60,0,1,725,18
1,0,82025.0,267,98,606,48,70,98,1,3,2,6,1,0,39,1,0,1187,11
1,1,94384.0,1111,24,790,160,45,172,0,5,8,5,2,0,69,3,0,2302,18
0,0,14906.0,7,7,14,7,16,15,3,2,1,3,7,0,36,0,0,66,6
2,1,51563.0,1166,0,48,0,0,36,1,4,4,10,8,0,35,2,0,1250,18
0,1,57937.0,261,42,144,55,48,133,3,4,4,9,3,0,40,0,1,683,17
1,0,68274.0,135,25,51,23,25,46,2,4,2,5,3,0,43,0,2,305,11
1,1,39771.0,6,2,18,2,8,14,1,2,0,3,4,0,45,0,1,50,5
0,0,67893.0,711,28,142,49,18,47,2,3,2,9,8,0,47,0,1,995,14
2,1,27922.0,11,0,13,2,4,11,1,2,0,3,4,0,43,0,1,41,5
2,1,52190.0,42,0,17,0,0,18,3,2,1,3,5,0,46,1,2,77,6
2,0,44051.0,79,7,58,6,3,18,4,3,1,4,6,0,49,0,2,171,8
2,0,42767.0,20,6,43,19,5,38,1,3,1,2,8,0,51,0,2,131,6
